Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Azmatullah Omarzai,GT,26.03,0,-,0,1/41,1.38,26.03,0,1,41
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Darshan Nalkande,GT,25.81,0,-,0,1/6,1.13,25.81,0,1,6
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Umesh Yadav,GT,25.07,0,-,0,1/35,1.72,25.07,0,1,35
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Arshdeep Singh,PBKS,22.83,0,-,0,0/33,-,22.83,0,0,33
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Kane Williamson,GT,8.92,26,18.88,8.92,-,-,0.0,22,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Sam Curran,PBKS,- 2.56,5,- 1.01,- 9.76,0/18,-,7.2,8,0,18
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Shikhar Dhawan,PBKS,- 3.17,1,- 0.8,- 3.17,-,-,0.0,2,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Sikandar Raza,PBKS,- 3.5,15,8.22,- 3.81,0/22,-,0.31,16,0,22
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Wriddhiman Saha,GT,- 7.04,11,2.92,- 7.04,-,-,0.0,13,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Vijay Shankar,GT,- 13.25,8,- 2.04,- 13.25,-,-,0.0,10,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Abhishek Sharma,SRH,68.3,37,44.76,63.91,0/7,-,4.39,12,0,7
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Shivam Dube,CSK,57.18,45,52.02,57.18,-,-,0,24,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Pat Cummins,SRH,44.64,0,-,0,1/29,1.25,44.64,0,1,29
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Aiden Markram,SRH,43.17,50,51.57,43.17,-,-,0,36,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Bhuvneshwar Kumar,SRH,41.29,0,-,0,1/28,1.03,41.29,0,1,28
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Jaydev Unadkat,SRH,41.06,0,-,0,1/29,1,41.06,0,1,29
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Shahbaz Ahmed,SRH,32.2,18,17.77,7.11,1/11,1.39,25.09,19,1,11
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Travis Head,SRH,30.25,31,33.3,30.25,-,-,0,24,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Deepak Chahar,CSK,30.07,0,-,0,1/32,1.6,30.07,0,1,32
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Moeen Ali,CSK,24.25,0,-,0,2/23,1.52,24.25,0,2,23
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Ravindra Jadeja,CSK,22.52,31,24.61,16.97,0/30,-,5.54,23,0,30
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Maheesh Theekshana,CSK,22.21,0,-,0,1/27,0.93,22.21,0,1,27
18th Match (N),Hyderabad,05-April-2024,05-April-2024,T Natarajan,SRH,21.06,0,-,0,1/39,0.93,21.06,0,1,39
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Ruturaj Gaikwad,CSK,19.41,26,25.24,19.41,-,-,0,21,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Ajinkya Rahane,CSK,17.91,35,30.07,17.91,-,-,0,30,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Rachin Ravindra,CSK,15.55,12,12.23,10.05,0/3,-,5.49,9,0,3
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Nitish Kumar Reddy,SRH,13.02,14,14.06,13.02,-,-,0,8,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Heinrich Klaasen,SRH,3.16,10,9.79,3.16,-,-,0,11,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Daryl Mitchell,CSK,0.6,13,6.94,0.6,-,-,0,11,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Abdul Samad,SRH,0,0,-,0,-,-,0,0,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Tushar Deshpande,CSK,- 3.57,0,-,0,0/20,-,- 3.57,0,0,20
18th Match (N),Hyderabad,05-April-2024,05-April-2024,MS Dhoni,CSK,- 4.17,1,- 1.72,- 4.17,-,-,0,2,0,0
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Mayank Markande,SRH,- 4.18,0,-,0,0/21,-,- 4.18,0,0,21
18th Match (N),Hyderabad,05-April-2024,05-April-2024,Mukesh Choudhary,CSK,- 21.98,0,-,0,0/27,-,- 21.98,0,0,27
19th Match (N),Jaipur,06-April-2024,06-April-2024,Jos Buttler,RR,114.03,100,107.41,114.03,-,-,0,58,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Virat Kohli,RCB,96.02,113,108.24,96.02,-,-,0,72,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Sanju Samson,RR,83.35,69,75.41,83.35,-,-,0,42,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Yuzvendra Chahal,RR,70.35,0,-,0,2/34,2.68,70.35,0,2,34
19th Match (N),Jaipur,06-April-2024,06-April-2024,Nandre Burger,RR,66.47,0,-,0,1/33,1.83,66.47,0,1,33
19th Match (N),Jaipur,06-April-2024,06-April-2024,Reece Topley,RCB,59.38,0,-,0,2/27,2.49,59.38,0,2,27
19th Match (N),Jaipur,06-April-2024,06-April-2024,Faf du Plessis,RCB,31.29,44,41.74,31.29,-,-,0,33,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Ravichandran Ashwin,RR,26.45,0,-,0,0/28,-,26.45,0,0,28
19th Match (N),Jaipur,06-April-2024,06-April-2024,Yash Dayal,RCB,15.98,0,-,0,1/37,0.72,15.98,0,1,37
19th Match (N),Jaipur,06-April-2024,06-April-2024,Mohammed Siraj,RCB,15.54,0,-,0,1/35,0.85,15.54,0,1,35
19th Match (N),Jaipur,06-April-2024,06-April-2024,Shimron Hetmyer,RR,10.12,11,11.1,10.12,-,-,0,6,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Saurav Chauhan,RCB,6.38,9,7.27,6.38,-,-,0,6,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Trent Boult,RR,3.78,0,-,0,0/30,-,3.78,0,0,30
19th Match (N),Jaipur,06-April-2024,06-April-2024,Riyan Parag,RR,3.02,4,3.95,1.59,0/10,-,1.44,4,0,10
19th Match (N),Jaipur,06-April-2024,06-April-2024,Shubham Dubey,RR,0,0,-,0,-,-,0,0,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Rajat Patidar,RCB,0,0,-,0,-,-,0,0,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Dinesh Karthik,RCB,0,0,-,0,-,-,0,0,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Dhruv Jurel,RR,- 0.46,2,1.94,- 0.46,-,-,0,3,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Cameron Green,RCB,- 0.77,5,- 1.65,- 8.23,0/27,-,7.46,6,0,27
19th Match (N),Jaipur,06-April-2024,06-April-2024,Avesh Khan,RR,- 1.8,0,-,0,0/46,-,- 1.8,0,0,46
19th Match (N),Jaipur,06-April-2024,06-April-2024,Yashasvi Jaiswal,RR,- 5.07,0,- 2.28,- 5.07,-,-,0,2,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Glenn Maxwell,RCB,- 7.16,1,- 3.09,- 7.16,-,-,0,3,0,0
19th Match (N),Jaipur,06-April-2024,06-April-2024,Himanshu Sharma,RCB,- 12.98,0,-,0,0/29,-,- 12.98,0,0,29
19th Match (N),Jaipur,06-April-2024,06-April-2024,Mayank Dagar,RCB,- 17.47,0,-,0,0/34,-,- 17.47,0,0,34
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Romario Shepherd,MI,93.01,39,49.01,71.07,1/54,1.46,21.94,10,1,54
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Tristan Stubbs,DC,71.28,71,73.25,71.28,-,-,0,25,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Prithvi Shaw,DC,64.82,66,67.31,64.82,-,-,0,40,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Axar Patel,DC,58.42,8,7.91,2.43,2/35,2.23,55.99,7,2,35
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Rohit Sharma,MI,57.73,49,52.12,57.73,-,-,0,27,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Tim David,MI,52.99,45,46.76,52.99,-,-,0,21,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Khaleel Ahmed,DC,48.72,0,-,0,1/39,1.81,48.72,0,1,39
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Ishan Kishan,MI,46.73,42,44.32,46.73,-,-,0,23,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Jasprit Bumrah,MI,46.29,0,-,0,2/22,1.48,46.29,0,2,22
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Anrich Nortje,DC,39.08,0,-,0,2/65,3.01,39.08,0,2,65
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Gerald Coetzee,MI,27.21,0,-,0,4/34,1.78,27.21,0,4,34
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Jhye Richardson,DC,20.58,2,2,1.09,0/40,-,19.49,2,0,40
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Abishek Porel,DC,18.77,41,34.36,18.77,-,-,0,31,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Mohammad Nabi,MI,7.91,0,-,0,0/17,-,7.91,0,0,17
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Akash Madhwal,MI,6.44,0,-,0,0/45,-,6.44,0,0,45
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Ishant Sharma,DC,5.23,0,-,0,0/40,-,5.23,0,0,40
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,David Warner,DC,4.88,10,7.23,4.88,-,-,0,8,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Hardik Pandya,MI,4.4,39,26.55,4.4,-,-,0,33,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Tilak Varma,MI,0.98,6,4.33,0.98,-,-,0,5,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Kumar Kushagra,DC,- 0.44,0,-,- 0.44,-,-,0,1,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Rishabh Pant,DC,- 2.52,1,0.73,- 2.52,-,-,0,3,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Suryakumar Yadav,MI,- 4.94,0,- 1.96,- 4.94,-,-,0,2,0,0
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Lalit Yadav,DC,- 5.76,3,2.99,- 0.67,0/15,-,- 5.09,4,0,15
20th Match (D/N),Wankhede,07-April-2024,07-April-2024,Piyush Chawla,MI,- 8.71,0,-,0,0/32,-,- 8.71,0,0,32
21st Match (N),Lucknow,07-April-2024,07-April-2024,Krunal Pandya,LSG,84.38,2,1,- 0.22,3/11,3.15,84.6,2,3,11
21st Match (N),Lucknow,07-April-2024,07-April-2024,Marcus Stoinis,LSG,79.1,58,65.3,79.1,-,-,0,43,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Yash Thakur,LSG,64.53,0,-,0,5/30,4.04,64.53,0,5,30
21st Match (N),Lucknow,07-April-2024,07-April-2024,Umesh Yadav,GT,50.29,2,1.97,0.52,2/22,2.82,49.77,4,2,22
21st Match (N),Lucknow,07-April-2024,07-April-2024,Darshan Nalkande,GT,44.46,12,12.73,11.77,2/21,2.43,32.68,11,2,21
21st Match (N),Lucknow,07-April-2024,07-April-2024,Nicholas Pooran,LSG,42.51,32,33.17,42.51,-,-,0,22,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Ayush Badoni,LSG,34.71,20,24.77,34.71,-,-,0,11,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Sai Sudharsan,GT,34.12,31,34.62,34.12,-,-,0,23,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Ravi Bishnoi,LSG,32.73,0,-,0,1/8,1.13,32.73,0,1,8
21st Match (N),Lucknow,07-April-2024,07-April-2024,KL Rahul,LSG,28.35,33,32.83,28.35,-,-,0,31,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Noor Ahmad,GT,18.97,4,4,3.78,0/22,-,15.19,2,0,22
21st Match (N),Lucknow,07-April-2024,07-April-2024,Rahul Tewatia,GT,16,30,25.61,16,-,-,0,25,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Rashid Khan,GT,15.4,0,- 0.93,- 3.2,1/28,0.85,18.6,3,1,28
21st Match (N),Lucknow,07-April-2024,07-April-2024,Vijay Shankar,GT,11.64,17,16.26,11.64,-,-,0,17,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Manimaran Siddharth,LSG,11.16,0,-,0,0/29,-,11.16,0,0,29
21st Match (N),Lucknow,07-April-2024,07-April-2024,Quinton de Kock,LSG,9.53,6,7.06,9.53,-,-,0,4,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Shubman Gill,GT,9.41,19,16.88,9.41,-,-,0,21,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Devdutt Padikkal,LSG,6.84,7,6.84,6.84,-,-,0,7,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Spencer Johnson,GT,6.48,0,-,- 0.1,0/32,-,6.57,1,0,32
21st Match (N),Lucknow,07-April-2024,07-April-2024,BR Sharath,GT,- 4.31,2,- 0.32,- 4.31,-,-,0,5,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Kane Williamson,GT,- 6.11,1,- 1.67,- 6.11,-,-,0,5,0,0
21st Match (N),Lucknow,07-April-2024,07-April-2024,Naveen-ul-Haq,LSG,- 6.28,0,-,0,1/37,0.44,- 6.28,0,1,37
21st Match (N),Lucknow,07-April-2024,07-April-2024,Mayank Yadav,LSG,- 6.94,0,-,0,0/13,-,- 6.94,0,0,13
21st Match (N),Lucknow,07-April-2024,07-April-2024,Mohit Sharma,GT,- 14.01,0,-,0,0/34,-,- 14.01,0,0,34
22nd Match (N),Chennai,08-April-2024,08-April-2024,Tushar Deshpande,CSK,86.03,0,-,0,3/33,4.49,86.03,0,3,33
22nd Match (N),Chennai,08-April-2024,08-April-2024,Ravindra Jadeja,CSK,82.32,0,-,0,3/18,3.51,82.32,0,3,18
22nd Match (N),Chennai,08-April-2024,08-April-2024,Ruturaj Gaikwad,CSK,56.6,67,68.09,56.6,-,-,0,58,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Sunil Narine,KKR,41.41,27,31.06,33.8,1/30,0.79,7.61,20,1,30
22nd Match (N),Chennai,08-April-2024,08-April-2024,Vaibhav Arora,KKR,38.35,1,0.84,0.56,2/28,2.2,37.79,1,2,28
22nd Match (N),Chennai,08-April-2024,08-April-2024,Mustafizur Rahman,CSK,36.18,0,-,0,2/22,1.48,36.18,0,2,22
22nd Match (N),Chennai,08-April-2024,08-April-2024,Angkrish Raghuvanshi,KKR,28.03,24,27.06,28.03,-,-,0,18,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Shivam Dube,CSK,27.25,28,28.01,27.25,-,-,0,18,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Shreyas Iyer,KKR,26.6,34,33.1,26.6,-,-,0,32,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Rachin Ravindra,CSK,23.88,15,16.33,19.41,0/4,-,4.47,8,0,4
22nd Match (N),Chennai,08-April-2024,08-April-2024,Daryl Mitchell,CSK,22.98,25,25.36,22.98,-,-,0,19,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Maheesh Theekshana,CSK,18.95,0,-,0,1/28,0.85,18.95,0,1,28
22nd Match (N),Chennai,08-April-2024,08-April-2024,Ramandeep Singh,KKR,14.44,13,14.82,14.44,-,-,0,12,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Andre Russell,KKR,5.47,10,7.48,6,0/8,-,- 0.53,10,0,8
22nd Match (N),Chennai,08-April-2024,08-April-2024,Varun Chakravarthy,KKR,2.98,0,-,0,0/26,-,2.98,0,0,26
22nd Match (N),Chennai,08-April-2024,08-April-2024,Sameer Rizvi,CSK,0,0,-,0,-,-,0,0,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Ajinkya Rahane,CSK,0,0,-,0,-,-,0,0,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,MS Dhoni,CSK,- 0.95,1,1,- 0.95,-,-,0,3,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Phil Salt,KKR,- 1.51,0,- 0.56,- 1.51,-,-,0,1,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Anukul Roy,KKR,- 4.75,3,2.29,1.45,0/18,-,- 6.2,3,0,18
22nd Match (N),Chennai,08-April-2024,08-April-2024,Venkatesh Iyer,KKR,- 5.31,3,0.26,- 5.31,-,-,0,8,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Shardul Thakur,CSK,- 5.95,0,-,0,0/27,-,- 5.95,0,0,27
22nd Match (N),Chennai,08-April-2024,08-April-2024,Rinku Singh,KKR,- 6.79,9,2.13,- 6.79,-,-,0,14,0,0
22nd Match (N),Chennai,08-April-2024,08-April-2024,Mitchell Starc,KKR,- 8.86,0,- 3.6,- 3.89,0/29,-,- 4.97,3,0,29
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Nitish Kumar Reddy,SRH,116.45,64,74.3,92.51,1/33,1.49,23.94,37,1,33
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Arshdeep Singh,PBKS,100.08,0,-,0,4/29,4.96,100.08,0,4,29
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Bhuvneshwar Kumar,SRH,77.95,6,0.36,- 0.62,2/32,3.16,78.57,8,2,32
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Harshal Patel,PBKS,67.41,0,-,0,2/30,3.17,67.41,0,2,30
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Pat Cummins,SRH,66.02,3,1.02,- 1.44,1/22,1.8,67.46,4,1,22
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Shashank Singh,PBKS,52.9,46,50.56,52.9,-,-,0,25,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Sam Curran,PBKS,51.24,29,30.02,27.02,2/41,1.71,24.22,22,2,41
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Ashutosh Sharma,PBKS,50.9,33,41.05,50.9,-,-,0,15,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Abdul Samad,SRH,41.19,25,30.61,41.19,-,-,0,12,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,T Natarajan,SRH,34.98,0,-,0,1/33,1.26,34.98,0,1,33
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Jaydev Unadkat,SRH,32.72,6,8.7,14.31,1/49,1.4,18.42,1,1,49
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Kagiso Rabada,PBKS,26.66,0,-,0,1/32,0.81,26.66,0,1,32
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Jitesh Sharma,PBKS,24.76,19,22.16,24.76,-,-,0,11,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Sikandar Raza,PBKS,23.79,28,27.21,23.79,-,-,0,22,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Travis Head,SRH,22.16,21,21.62,22.16,-,-,0,15,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Shahbaz Ahmed,SRH,20.78,14,16.25,21.16,0/10,-,- 0.38,7,0,10
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Abhishek Sharma,SRH,17.19,16,16.02,17.19,-,-,0,11,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Shikhar Dhawan,PBKS,0.28,14,8.64,0.28,-,-,0,16,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Heinrich Klaasen,SRH,- 0.32,9,5.31,- 0.32,-,-,0,9,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Prabhsimran Singh,PBKS,- 3.3,4,0.52,- 3.3,-,-,0,6,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Rahul Tripathi,SRH,- 3.54,11,5.32,- 3.54,-,-,0,14,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Aiden Markram,SRH,- 4.04,0,- 1.58,- 4.04,-,-,0,2,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Jonny Bairstow,PBKS,- 8.12,0,- 3.91,- 8.12,-,-,0,3,0,0
23rd Match (N),Mullanpur,09-April-2024,09-April-2024,Harpreet Brar,PBKS,- 12.96,0,-,0,0/48,-,- 12.96,0,0,48
24th Match (N),Jaipur,10-April-2024,10-April-2024,Rashid Khan,GT,113.52,24,25.84,31.81,1/18,1.77,81.71,11,1,18
24th Match (N),Jaipur,10-April-2024,10-April-2024,Kuldeep Sen,RR,85.96,0,-,0,3/41,4.42,85.96,0,3,41
24th Match (N),Jaipur,10-April-2024,10-April-2024,Shubman Gill,GT,84.52,72,76.32,84.52,-,-,0.0,44,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Riyan Parag,RR,70.78,76,75.31,70.78,-,-,0.0,48,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Sanju Samson,RR,68.8,68,69.19,68.8,-,-,0.0,38,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Yuzvendra Chahal,RR,52.22,0,-,0,2/43,3,52.22,0,2,43
24th Match (N),Jaipur,10-April-2024,10-April-2024,Rahul Tewatia,GT,29.55,22,24.4,29.55,-,-,0.0,11,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Umesh Yadav,GT,26.65,0,-,0,1/47,1.37,26.65,0,1,47
24th Match (N),Jaipur,10-April-2024,10-April-2024,Trent Boult,RR,21.28,0,-,0,0/8,-,21.28,0,0,8
24th Match (N),Jaipur,10-April-2024,10-April-2024,Shimron Hetmyer,RR,19.81,13,15.79,19.81,-,-,0.0,5,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Sai Sudharsan,GT,19.31,35,28.12,19.31,-,-,0.0,29,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Avesh Khan,RR,18.17,0,-,0,1/48,1.32,18.17,0,1,48
24th Match (N),Jaipur,10-April-2024,10-April-2024,Vijay Shankar,GT,17.76,16,15.83,17.76,-,-,0.0,10,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,M Shahrukh Khan,GT,16.97,14,14.08,16.97,-,-,0.0,8,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Spencer Johnson,GT,14.92,0,-,0,0/37,-,14.92,0,0,37
24th Match (N),Jaipur,10-April-2024,10-April-2024,Yashasvi Jaiswal,RR,14.4,24,21.25,14.4,-,-,0.0,19,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Mohit Sharma,GT,12.25,0,-,0,1/51,0.93,12.25,0,1,51
24th Match (N),Jaipur,10-April-2024,10-April-2024,Keshav Maharaj,RR,8.24,0,-,0,0/16,-,8.24,0,0,16
24th Match (N),Jaipur,10-April-2024,10-April-2024,Ravichandran Ashwin,RR,5.66,0,-,0,0/40,-,5.66,0,0,40
24th Match (N),Jaipur,10-April-2024,10-April-2024,Noor Ahmad,GT,3.13,0,-,0,0/43,-,3.13,0,0,43
24th Match (N),Jaipur,10-April-2024,10-April-2024,Dhruv Jurel,RR,0,0,-,0,-,-,0.0,0,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Abhinav Manohar,GT,- 3.52,1,- 1.07,- 3.52,-,-,0.0,2,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Jos Buttler,RR,- 4.79,8,3.89,- 4.79,-,-,0.0,10,0,0
24th Match (N),Jaipur,10-April-2024,10-April-2024,Matthew Wade,GT,- 7.74,4,- 1.11,- 7.74,-,-,0.0,6,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Jasprit Bumrah,MI,162.3,0,-,0,5/21,5.8,162.3,0,5,21
25th Match (N),Wankhede,11-April-2024,11-April-2024,Ishan Kishan,MI,83.21,69,73.51,83.21,-,-,0,34,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Dinesh Karthik,RCB,71.44,53,61.15,71.44,-,-,0,23,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Shreyas Gopal,MI,62.25,0,-,0,1/32,1.54,62.25,0,1,32
25th Match (N),Wankhede,11-April-2024,11-April-2024,Rajat Patidar,RCB,60.86,50,56.46,60.86,-,-,0,26,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Suryakumar Yadav,MI,59.16,52,54.18,59.16,-,-,0,19,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Gerald Coetzee,MI,48.39,0,-,0,1/42,1.36,48.39,0,1,42
25th Match (N),Wankhede,11-April-2024,11-April-2024,Faf du Plessis,RCB,38.83,61,52.75,38.83,-,-,0,40,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Akash Madhwal,MI,30.18,0,-,0,1/57,1.87,30.18,0,1,57
25th Match (N),Wankhede,11-April-2024,11-April-2024,Rohit Sharma,MI,28.37,38,35.4,28.37,-,-,0,24,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Hardik Pandya,MI,25.77,21,21.28,24.61,0/13,-,1.16,6,0,13
25th Match (N),Wankhede,11-April-2024,11-April-2024,Vijaykumar Vyshak,RCB,20.19,0,- 1.83,- 1.86,1/32,1,22.05,1,1,32
25th Match (N),Wankhede,11-April-2024,11-April-2024,Will Jacks,RCB,19.98,8,6.56,4.77,1/24,0.89,15.21,6,1,24
25th Match (N),Wankhede,11-April-2024,11-April-2024,Akash Deep,RCB,15.12,2,0.25,- 0.21,1/55,1.39,15.33,2,1,55
25th Match (N),Wankhede,11-April-2024,11-April-2024,Tilak Varma,MI,10.79,16,16,10.79,-,-,0,10,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Reece Topley,RCB,9.89,0,-,0,0/34,-,9.89,0,0,34
25th Match (N),Wankhede,11-April-2024,11-April-2024,Mohammad Nabi,MI,9.23,0,-,0,0/7,-,9.23,0,0,7
25th Match (N),Wankhede,11-April-2024,11-April-2024,Romario Shepherd,MI,3.86,0,-,0,0/22,-,3.86,0,0,22
25th Match (N),Wankhede,11-April-2024,11-April-2024,Tim David,MI,0,0,-,0,-,-,0,0,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Mohammed Siraj,RCB,- 3.6,0,-,0,0/37,-,- 3.6,0,0,37
25th Match (N),Wankhede,11-April-2024,11-April-2024,Mahipal Lomror,RCB,- 3.73,0,- 1.9,- 3.73,-,-,0,1,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Saurav Chauhan,RCB,- 4.6,9,2.07,- 4.6,-,-,0,8,0,0
25th Match (N),Wankhede,11-April-2024,11-April-2024,Glenn Maxwell,RCB,- 22,0,- 7.25,- 14.46,0/17,-,- 7.55,4,0,17
