Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
1st Match (N),Chennai,22-March-2024,22-March-2024,Mustafizur Rahman,CSK,141.23,0,-,0,4/29,6.09,141.23,0,4,29
1st Match (N),Chennai,22-March-2024,22-March-2024,Rachin Ravindra,CSK,72.61,37,49.32,72.61,-,-,0,15,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Anuj Rawat,RCB,71.46,48,58.94,71.46,-,-,0,25,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Ravindra Jadeja,CSK,52.94,25,25.99,26.78,0/21,-,26.16,17,0,21
1st Match (N),Chennai,22-March-2024,22-March-2024,Cameron Green,RCB,52.93,18,10.53,- 3.18,2/27,2.95,56.11,22,2,27
1st Match (N),Chennai,22-March-2024,22-March-2024,Deepak Chahar,CSK,40.88,0,-,0,1/37,1.85,40.88,0,1,37
1st Match (N),Chennai,22-March-2024,22-March-2024,Faf du Plessis,RCB,38.9,35,38.44,38.9,-,-,0,23,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Dinesh Karthik,RCB,36.06,38,36.86,36.06,-,-,0,26,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Ajinkya Rahane,CSK,33.46,27,29.09,33.46,-,-,0,19,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Yash Dayal,RCB,29.54,0,-,0,1/28,1.64,29.54,0,1,28
1st Match (N),Chennai,22-March-2024,22-March-2024,Mayank Dagar,RCB,20.17,0,-,0,0/6,-,20.17,0,0,6
1st Match (N),Chennai,22-March-2024,22-March-2024,Shivam Dube,CSK,19.04,34,28.36,19.04,-,-,0,28,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Daryl Mitchell,CSK,18.61,22,20.18,18.61,-,-,0,18,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Karn Sharma,RCB,15.49,0,-,0,1/24,1.34,15.49,0,1,24
1st Match (N),Chennai,22-March-2024,22-March-2024,Virat Kohli,RCB,10.09,21,18.19,10.09,-,-,0,20,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Ruturaj Gaikwad,CSK,8.38,15,12.97,8.38,-,-,0,15,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Glenn Maxwell,RCB,3.64,0,- 1.05,- 2.32,0/7,-,5.97,1,0,7
1st Match (N),Chennai,22-March-2024,22-March-2024,Maheesh Theekshana,CSK,1.03,0,-,0,0/36,-,1.03,0,0,36
1st Match (N),Chennai,22-March-2024,22-March-2024,Mohammed Siraj,RCB,0.01,0,-,0,0/38,-,0.01,0,0,38
1st Match (N),Chennai,22-March-2024,22-March-2024,Sameer Rizvi,CSK,0,0,-,0,-,-,0,0,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,MS Dhoni,CSK,0,0,-,0,-,-,0,0,0,0
1st Match (N),Chennai,22-March-2024,22-March-2024,Tushar Deshpande,CSK,- 1.11,0,-,0,0/47,-,- 1.11,0,0,47
1st Match (N),Chennai,22-March-2024,22-March-2024,Alzarri Joseph,RCB,- 2.58,0,-,0,0/38,-,- 2.58,0,0,38
1st Match (N),Chennai,22-March-2024,22-March-2024,Rajat Patidar,RCB,- 6.34,0,- 2.68,- 6.34,-,-,0,3,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Kuldeep Yadav,DC,80.47,1,- 0.91,- 0.92,2/20,3.17,81.39,2,2,20
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Abishek Porel,DC,68.62,32,49.06,68.62,-,-,0,10,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Arshdeep Singh,PBKS,64.35,0,-,0,2/28,2.14,64.35,0,2,28
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Sam Curran,PBKS,56.23,63,61.49,55.06,0/10,-,1.17,47,0,10
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Liam Livingstone,PBKS,48.2,38,40.97,48.2,-,-,0,21,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Harpreet Brar,PBKS,47.72,2,1.91,1.2,1/14,1.13,46.52,2,1,14
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Axar Patel,DC,46.46,21,23.48,26,0/25,-,20.46,13,0,25
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Harshal Patel,PBKS,38.49,0,-,0,2/47,2.61,38.49,0,2,47
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Ishant Sharma,DC,37,0,-,0,1/16,1.65,37,0,1,16
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Rahul Chahar,PBKS,33.94,0,-,0,1/33,1.23,33.94,0,1,33
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Prabhsimran Singh,PBKS,31.85,26,28.64,31.85,-,-,0,17,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Kagiso Rabada,PBKS,28.64,0,-,0,1/36,1.01,28.64,0,1,36
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,David Warner,DC,27.13,29,29.91,27.13,-,-,0,21,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Shai Hope,DC,26.08,33,32.82,26.08,-,-,0,25,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Shikhar Dhawan,PBKS,22.94,22,22.77,22.94,-,-,0,16,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Jonny Bairstow,PBKS,17.74,9,12.06,17.74,-,-,0,3,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Khaleel Ahmed,DC,17.12,0,-,0,2/43,1.71,17.12,0,2,43
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Rishabh Pant,DC,13.98,18,17.8,13.98,-,-,0,13,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Mitchell Marsh,DC,9.53,20,22.67,24.87,0/52,-,- 15.35,12,0,52
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Jitesh Sharma,PBKS,2.39,9,7.12,2.39,-,-,0,9,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Shashank Singh,PBKS,- 1.42,0,- 0.36,- 1.42,-,-,0,1,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Tristan Stubbs,DC,- 7.42,5,- 0.17,- 7.42,-,-,0,8,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Ricky Bhui,DC,- 8.73,3,- 1.61,- 8.73,-,-,0,7,0,0
2nd Match (D/N),Mullanpur,23-March-2024,23-March-2024,Sumit Kumar,DC,- 16.91,2,- 9.17,- 11.59,0/19,-,- 5.32,9,0,19
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Andre Russell,KKR,165.1,64,81.05,116.96,2/25,2.61,48.14,25,2,25
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Harshit Rana,KKR,104.71,0,-,0,3/33,4.11,104.71,0,3,33
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,T Natarajan,SRH,93.19,0,-,0,3/32,4.2,93.19,0,3,32
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Heinrich Klaasen,SRH,83.3,63,70.56,83.3,-,-,0,29,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Sunil Narine,KKR,69.31,2,- 0.5,- 5.04,1/19,1.45,74.35,4,1,19
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Ramandeep Singh,KKR,59.03,35,44.29,59.03,-,-,0,17,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Mayank Markande,SRH,46.08,0,-,0,2/39,2.37,46.08,0,2,39
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Abhishek Sharma,SRH,38.69,32,35.85,38.69,-,-,0,19,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Phil Salt,KKR,38.03,54,49.85,38.03,-,-,0,40,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Mayank Agarwal,SRH,31.94,32,33.3,31.94,-,-,0,21,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Shahbaz Ahmed,SRH,27.27,16,21.28,28.58,0/14,-,- 1.3,5,0,14
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Pat Cummins,SRH,24.84,0,- 1.97,- 3.12,1/32,0.89,27.97,1,1,32
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Varun Chakravarthy,KKR,22.74,0,-,0,1/55,1.59,22.74,0,1,55
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Rinku Singh,KKR,19.32,23,21.66,19.32,-,-,0,15,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Suyash Sharma,KKR,9.45,0,-,0,0/18,-,9.45,0,0,18
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Aiden Markram,SRH,9.41,18,15.08,9.41,-,-,0,13,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Mitchell Starc,KKR,6.33,6,6.15,6.63,0/53,-,- 0.29,3,0,53
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Venkatesh Iyer,KKR,5.74,7,6.92,5.74,-,-,0,5,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Abdul Samad,SRH,5.56,15,10.12,5.56,-,-,0,11,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Bhuvneshwar Kumar,SRH,- 1.76,0,-,0,0/51,-,- 1.76,0,0,51
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Shreyas Iyer,KKR,- 4.17,0,- 1.48,- 4.17,-,-,0,2,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Nitish Rana,KKR,- 4.49,9,4.43,- 4.49,-,-,0,11,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Rahul Tripathi,SRH,- 6.81,20,8.7,- 6.81,-,-,0,20,0,0
3rd Match (N),Eden Gardens,23-March-2024,23-March-2024,Marco Jansen,SRH,- 10.71,1,0.16,- 0.76,0/40,-,- 9.95,1,0,40
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Sanju Samson,RR,89.86,82,85.11,89.86,-,-,0,52,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Nicholas Pooran,LSG,64.06,64,67.41,64.06,-,-,0,41,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Trent Boult,RR,58.72,0,-,0,2/35,2.77,58.72,0,2,35
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,KL Rahul,LSG,52.86,58,60.07,52.86,-,-,0,44,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Deepak Hooda,LSG,49.12,26,38.17,49.12,-,-,0,13,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Naveen-ul-Haq,LSG,46.3,0,-,0,2/41,2.55,46.3,0,2,41
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Sandeep Sharma,RR,44.66,0,-,0,1/22,1.51,44.66,0,1,22
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Riyan Parag,RR,43.86,43,44.11,43.86,-,-,0,29,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Yashasvi Jaiswal,RR,37.87,24,29.17,37.87,-,-,0,12,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Yuzvendra Chahal,RR,37.85,0,-,0,2/25,1.81,37.85,0,2,25
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Ravi Bishnoi,LSG,30.33,0,-,0,1/38,1.52,30.33,0,1,38
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Ravichandran Ashwin,RR,28.23,0,-,0,1/35,1.21,28.23,0,1,35
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Mohsin Khan,LSG,27.4,0,-,0,1/45,1.81,27.4,0,1,45
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Krunal Pandya,LSG,26.68,3,1.06,- 1.96,0/19,-,28.64,5,0,19
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Dhruv Jurel,RR,19.42,20,19.11,19.42,-,-,0,12,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Nandre Burger,RR,11.65,0,-,0,1/30,0.88,11.65,0,1,30
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Jos Buttler,RR,9.11,11,10.54,9.11,-,-,0,9,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Avesh Khan,RR,6.12,0,-,0,0/21,-,6.12,0,0,21
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Quinton de Kock,LSG,- 0.96,4,1.51,- 0.96,-,-,0,5,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Ayush Badoni,LSG,- 2.25,1,- 3.41,- 9.31,0/6,-,7.06,5,0,6
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Marcus Stoinis,LSG,- 4.38,3,- 0.43,- 4.38,-,-,0,4,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Shimron Hetmyer,RR,- 5.07,5,1.09,- 5.07,-,-,0,7,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Devdutt Padikkal,LSG,- 7.57,0,- 3.54,- 7.57,-,-,0,3,0,0
4th Match (D/N),Jaipur,24-March-2024,24-March-2024,Yash Thakur,LSG,- 14.3,0,-,0,0/43,-,- 14.3,0,0,43
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Jasprit Bumrah,MI,97.87,1,0.66,0.44,3/14,3.59,97.43,1,3,14
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Azmatullah Omarzai,GT,79.6,17,18.69,21.37,2/27,2.92,58.23,11,2,27
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Mohit Sharma,GT,66.3,0,-,0,2/32,2.79,66.3,0,2,32
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Rohit Sharma,MI,52.34,43,49.66,52.34,-,-,0,29,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Sai Kishore,GT,45.99,0,-,0,1/24,1.29,45.99,0,1,24
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Shubman Gill,GT,37.07,31,33.65,37.07,-,-,0,22,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Gerald Coetzee,MI,35.93,1,- 2.57,- 3.54,2/27,1.54,39.47,3,2,27
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Spencer Johnson,GT,34.69,0,-,0,2/25,2.37,34.69,0,2,25
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Dewald Brevis,MI,34.38,46,44.29,34.38,-,-,0,38,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Sai Sudharsan,GT,31.22,45,40.96,31.22,-,-,0,39,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Umesh Yadav,GT,30.14,0,-,0,2/31,2.05,30.14,0,2,31
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Rashid Khan,GT,29.73,4,3.47,2.52,0/23,-,27.21,3,0,23
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Naman Dhir,MI,22.98,20,24.48,29.42,0/13,-,- 6.44,10,0,13
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Rahul Tewatia,GT,22.04,22,21.12,22.04,-,-,0,15,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Piyush Chawla,MI,21.92,0,- 1.32,- 1.1,1/31,1.52,23.02,1,1,31
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Wriddhiman Saha,GT,20.17,19,19.59,20.17,-,-,0,15,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Tilak Varma,MI,19,25,23.01,19,-,-,0,19,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Hardik Pandya,MI,18.19,11,15.54,21.57,0/30,-,- 3.39,4,0,30
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Shams Mulani,MI,5.66,1,1,0.62,0/24,-,5.04,1,0,24
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,David Miller,GT,5.14,12,9.63,5.14,-,-,0,11,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Vijay Shankar,GT,2.4,6,4.73,2.4,-,-,0,5,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Tim David,MI,2.02,11,6.45,2.02,-,-,0,10,0,0
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Luke Wood,MI,- 6.45,0,-,0,0/25,-,- 6.45,0,0,25
5th Match (N),Ahmedabad,24-March-2024,24-March-2024,Ishan Kishan,MI,- 8.71,0,- 3.92,- 8.71,-,-,0,4,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Harpreet Brar,PBKS,98.9,2,0.66,- 0.17,2/13,3.43,99.07,2,2,13
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Virat Kohli,RCB,97.03,77,83.78,97.03,-,-,0,49,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Kagiso Rabada,PBKS,87.97,0,-,0,2/23,3.59,87.97,0,2,23
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Mohammed Siraj,RCB,84.55,0,-,0,2/26,2.94,84.55,0,2,26
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Dinesh Karthik,RCB,50.81,28,34.66,50.81,-,-,0,10,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Yash Dayal,RCB,50.71,0,-,0,1/23,1.05,50.71,0,1,23
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Glenn Maxwell,RCB,45.09,3,0.67,- 3.74,2/29,2.55,48.83,5,2,29
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Shashank Singh,PBKS,37.64,21,28.19,37.64,-,-,0,8,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Sam Curran,PBKS,36.78,23,19.81,16.17,1/30,1.31,20.61,17,1,30
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Mahipal Lomror,RCB,30.34,17,21.09,30.34,-,-,0,8,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Shikhar Dhawan,PBKS,29.14,45,40.59,29.14,-,-,0,37,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Alzarri Joseph,RCB,27.55,0,-,0,1/43,1.34,27.55,0,1,43
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Prabhsimran Singh,PBKS,26.53,25,26.34,26.53,-,-,0,17,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Harshal Patel,PBKS,21.75,0,-,0,1/45,1.5,21.75,0,1,45
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Jitesh Sharma,PBKS,19.39,27,22.64,19.39,-,-,0,20,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Liam Livingstone,PBKS,13.15,17,16.37,13.15,-,-,0,13,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Jonny Bairstow,PBKS,8.39,8,8.36,8.39,-,-,0,6,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Rajat Patidar,RCB,6.03,18,13.84,6.03,-,-,0,18,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Cameron Green,RCB,- 1.12,3,1.09,- 2.87,0/19,-,1.75,5,0,19
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Arshdeep Singh,PBKS,- 3.94,0,-,0,0/40,-,- 3.94,0,0,40
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Mayank Dagar,RCB,- 6.37,0,-,0,0/34,-,- 6.37,0,0,34
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Faf du Plessis,RCB,- 6.91,3,- 0.53,- 6.91,-,-,0,7,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Anuj Rawat,RCB,- 8.34,11,2.7,- 8.34,-,-,0,14,0,0
6th Match (N),Bengaluru,25-March-2024,25-March-2024,Rahul Chahar,PBKS,- 9.1,0,-,0,0/16,-,- 9.1,0,0,16
7th Match (N),Chennai,26-March-2024,26-March-2024,Shivam Dube,CSK,89.84,51,63.42,89.84,-,-,0,23,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Rachin Ravindra,CSK,89.39,46,60.65,89.39,-,-,0,20,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Deepak Chahar,CSK,62.05,0,-,0,2/28,2.57,62.05,0,2,28
7th Match (N),Chennai,26-March-2024,26-March-2024,Ruturaj Gaikwad,CSK,44.29,46,45.73,44.29,-,-,0,36,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Tushar Deshpande,CSK,44.02,0,-,0,2/21,1.59,44.02,0,2,21
7th Match (N),Chennai,26-March-2024,26-March-2024,Spencer Johnson,GT,35.58,5,5,3.18,1/35,1.32,32.41,5,1,35
7th Match (N),Chennai,26-March-2024,26-March-2024,Sai Sudharsan,GT,28.6,37,38.37,28.6,-,-,0,31,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Daryl Mitchell,CSK,26.24,24,17.78,9.53,1/18,0.97,16.71,20,1,18
7th Match (N),Chennai,26-March-2024,26-March-2024,Sameer Rizvi,CSK,24.48,14,16.63,24.48,-,-,0,6,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Rashid Khan,GT,22.74,1,1,- 0.36,2/49,2.29,23.1,2,2,49
7th Match (N),Chennai,26-March-2024,26-March-2024,Mohit Sharma,GT,21.31,0,-,0,1/36,0.8,21.31,0,1,36
7th Match (N),Chennai,26-March-2024,26-March-2024,Sai Kishore,GT,20.65,0,-,0,1/28,1.1,20.65,0,1,28
7th Match (N),Chennai,26-March-2024,26-March-2024,David Miller,GT,20.19,21,21.47,20.19,-,-,0,16,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Wriddhiman Saha,GT,19,21,20.54,19,-,-,0,17,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Matheesha Pathirana,CSK,15.27,0,-,0,1/29,0.66,15.27,0,1,29
7th Match (N),Chennai,26-March-2024,26-March-2024,Mustafizur Rahman,CSK,13.72,0,-,0,2/30,1.07,13.72,0,2,30
7th Match (N),Chennai,26-March-2024,26-March-2024,Ravindra Jadeja,CSK,12.18,7,8.26,10.91,0/15,-,1.27,3,0,15
7th Match (N),Chennai,26-March-2024,26-March-2024,Shubman Gill,GT,11.46,8,9.69,11.46,-,-,0,5,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Vijay Shankar,GT,5.4,12,9.58,5.4,-,-,0,12,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Azmatullah Omarzai,GT,3.8,11,10.2,4.4,0/30,-,- 0.59,10,0,30
7th Match (N),Chennai,26-March-2024,26-March-2024,Ajinkya Rahane,CSK,2.72,12,9,2.72,-,-,0,12,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,MS Dhoni,CSK,0,0,-,0,-,-,0,0,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Rahul Tewatia,GT,- 2.15,6,6,- 2.15,-,-,0,11,0,0
7th Match (N),Chennai,26-March-2024,26-March-2024,Umesh Yadav,GT,- 4.39,10,10,5.13,0/27,-,- 9.52,11,0,27
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Abhishek Sharma,SRH,100.19,63,76.19,100.19,-,-,0,23,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Travis Head,SRH,95.71,62,74.84,95.71,-,-,0,24,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Heinrich Klaasen,SRH,85.41,80,79,85.41,-,-,0,34,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Tilak Varma,MI,55.63,64,63.48,55.63,-,-,0,34,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Ishan Kishan,MI,54.75,34,43.81,54.75,-,-,0,13,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Pat Cummins,SRH,49.5,0,-,0,2/35,2.03,49.5,0,2,35
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Hardik Pandya,MI,41.72,24,20.88,4.75,1/46,1.31,36.97,20,1,46
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Jasprit Bumrah,MI,39.55,0,-,0,0/36,-,39.55,0,0,36
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Jaydev Unadkat,SRH,36.3,0,-,0,2/47,1.91,36.3,0,2,47
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Naman Dhir,MI,34.16,30,33.56,34.16,-,-,0,14,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Rohit Sharma,MI,33.29,26,29.8,33.29,-,-,0,12,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Gerald Coetzee,MI,26.6,0,-,0,1/57,1.07,26.6,0,1,57
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Tim David,MI,26.45,42,41.95,26.45,-,-,0,22,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Shahbaz Ahmed,SRH,25.41,0,-,0,1/39,1.25,25.41,0,1,39
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Romario Shepherd,MI,11.89,15,15,11.89,-,-,0,6,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Piyush Chawla,MI,10.84,0,-,0,1/34,1.24,10.84,0,1,34
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Aiden Markram,SRH,5.54,42,28.16,5.54,-,-,0,28,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Mayank Markande,SRH,4.01,0,-,0,0/52,-,4.01,0,0,52
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Bhuvneshwar Kumar,SRH,1.63,0,-,0,0/53,-,1.63,0,0,53
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Abdul Samad,SRH,0,0,-,0,-,-,0,0,0,0
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Umran Malik,SRH,- 0.81,0,-,0,0/15,-,- 0.81,0,0,15
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Shams Mulani,MI,- 1.27,0,-,0,0/33,-,- 1.27,0,0,33
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Kwena Maphaka,MI,- 8.16,0,-,0,0/66,-,- 8.16,0,0,66
8th Match (N),Hyderabad,27-March-2024,27-March-2024,Mayank Agarwal,SRH,- 15.93,11,0.52,- 15.93,-,-,0,13,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Riyan Parag,RR,122.2,84,94.33,122.2,-,-,0.0,45,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Nandre Burger,RR,61.98,0,-,0,2/29,3.09,61.98,0,2,29
9th Match (N),Jaipur,28-March-2024,28-March-2024,Tristan Stubbs,DC,57.52,44,50.49,57.52,-,-,0.0,23,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Yuzvendra Chahal,RR,57.43,0,-,0,2/19,2.08,57.43,0,2,19
9th Match (N),Jaipur,28-March-2024,28-March-2024,Khaleel Ahmed,DC,50.57,0,-,0,1/24,1.39,50.57,0,1,24
9th Match (N),Jaipur,28-March-2024,28-March-2024,David Warner,DC,46.59,49,49.12,46.59,-,-,0.0,34,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Avesh Khan,RR,44.95,0,-,0,1/29,1.26,44.95,0,1,29
9th Match (N),Jaipur,28-March-2024,28-March-2024,Axar Patel,DC,41.34,15,10.1,2.94,1/21,0.81,38.4,13,1,21
