Innings,Venue,Start_Date,End_Date,Team,Player1,Player2,Player1_Runs,Player1_Balls,Partnership_Runs,Partnership_Balls,Player2_Runs,Player2_Balls
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,MS Dhoni,RA Jadeja,2,2,4,5,2,3
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,MS Dhoni,MJ Santner,0,0,0,2,0,2
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,MS Dhoni,SN Thakur,24,9,27,13,3,4
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,SP Narine,PD Salt,0,0,6,5,6,5
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,SP Narine,VR Iyer,0,1,4,2,4,1
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,SS Iyer,VR Iyer,7,10,30,18,21,8
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,N Rana,VR Iyer,18,12,37,24,17,12
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,AD Russell,N Rana,23,12,39,23,15,11
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,AD Russell,RK Singh,1,2,9,6,8,4
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,RK Singh,Ramandeep Singh,12,8,23,14,10,6
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,MA Starc,Ramandeep Singh,2,2,9,4,7,2
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,RG Sharma,Ishan Kishan,18,20,65,42,40,22
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,RG Sharma,SA Yadav,1,4,2,6,1,2
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,SA Yadav,NT Tilak Varma,10,12,20,18,9,6
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,HH Pandya,NT Tilak Varma,2,4,4,5,1,1
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,TH David,NT Tilak Varma,0,3,1,3,0,0
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,N Wadhera,NT Tilak Varma,3,3,25,11,21,8
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,NT Tilak Varma,Naman Dhir,1,1,19,7,17,6
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,NT Tilak Varma,A Kamboj,0,1,1,2,1,1
60th Match (N),Eden Gardens,11-May-2024,11-May-2024,Stats,PP Chawla,A Kamboj,1,2,2,3,1,1
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,JC Buttler,YBK Jaiswal,18,17,43,38,24,21
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,JC Buttler,SV Samson,3,8,6,11,2,3
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,SV Samson,R Parag,13,16,42,37,28,21
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,R Parag,DC Jurel,10,11,40,29,28,18
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,R Parag,SB Dubey,0,0,0,1,0,1
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,R Ashwin,R Parag,1,1,10,4,9,3
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,R Ravindra,RD Gaikwad,27,18,32,22,3,4
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,DJ Mitchell,RD Gaikwad,22,13,35,25,12,12
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,MM Ali,RD Gaikwad,10,13,19,24,8,11
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,S Dube,RD Gaikwad,18,11,21,13,2,2
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,RA Jadeja,RD Gaikwad,5,6,14,11,8,5
61st Match (D/N),Chennai,12-May-2024,12-May-2024,Stats,RD Gaikwad,Sameer Rizvi,9,7,24,15,15,8
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,F du Plessis,V Kohli,6,7,23,14,16,7
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,V Kohli,WG Jacks,11,6,13,8,1,2
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,RM Patidar,WG Jacks,52,32,88,53,33,21
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,WG Jacks,C Green,7,6,13,13,6,7
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,MK Lomror,C Green,13,8,37,18,21,10
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,KD Karthik,C Green,0,2,0,2,0,0
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,Swapnil Singh,C Green,0,1,2,3,1,2
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,KV Sharma,C Green,6,4,9,8,2,4
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,Mohammed Siraj,C Green,0,0,2,1,2,1
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,DA Warner,J Fraser-McGurk,1,2,8,4,7,2
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,J Fraser-McGurk,Abishek Porel,14,6,16,9,2,3
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,SD Hope,J Fraser-McGurk,0,1,0,1,0,0
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,SD Hope,K Kushagra,4,4,6,7,2,3
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,AR Patel,SD Hope,29,18,56,36,25,18
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,AR Patel,T Stubbs,1,5,4,9,3,4
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,AR Patel,Rasikh Salam,27,12,37,24,10,12
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,AR Patel,Kuldeep Yadav,0,4,1,4,0,0
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,Kuldeep Yadav,Mukesh Kumar,3,5,7,12,3,7
62nd Match (N),Bengaluru,12-May-2024,12-May-2024,Stats,I Sharma,Kuldeep Yadav,0,4,5,9,3,5
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,J Fraser-McGurk,Abishek Porel,0,2,2,2,0,0
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,SD Hope,Abishek Porel,38,27,92,49,50,22
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,RR Pant,Abishek Porel,8,5,17,16,8,11
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,T Stubbs,RR Pant,21,13,47,31,25,18
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,AR Patel,T Stubbs,14,10,50,22,36,12
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,Q de Kock,KL Rahul,2,2,7,5,5,3
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,MP Stoinis,Q de Kock,5,6,17,12,10,6
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,MP Stoinis,DJ Hooda,0,1,0,2,0,1
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,DJ Hooda,N Pooran,0,1,20,6,20,5
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,N Pooran,A Badoni,21,11,27,20,6,9
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,KH Pandya,N Pooran,9,11,30,22,20,11
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,KH Pandya,Arshad Khan,9,7,33,21,23,14
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,Yudhvir Singh,Arshad Khan,14,7,33,14,17,7
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,Ravi Bishnoi,Arshad Khan,2,2,16,9,14,7
64th Match (N),Delhi,14-May-2024,14-May-2024,Stats,Naveen-ul-Haq,Arshad Khan,2,4,6,9,4,5
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,T Kohler-Cadmore,YBK Jaiswal,0,0,4,4,4,4
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,SV Samson,T Kohler-Cadmore,18,15,36,36,18,21
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,T Kohler-Cadmore,R Parag,0,2,2,4,2,2
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,R Ashwin,R Parag,28,19,50,34,20,15
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,R Parag,DC Jurel,5,2,5,3,0,1
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,R Powell,R Parag,4,5,5,6,1,1
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,D Ferreira,R Parag,7,8,23,18,16,10
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,TA Boult,R Parag,9,7,13,11,4,4
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,TA Boult,Avesh Khan,3,2,6,4,3,2
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,JM Bairstow,Prabhsimran Singh,0,0,6,4,6,4
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,JM Bairstow,RR Rossouw,8,10,30,23,22,13
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,JM Bairstow,Shashank Singh,0,0,0,2,0,2
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,JM Bairstow,SM Curran,6,12,12,19,6,7
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,SM Curran,JM Sharma,40,26,63,46,22,20
65th Match (N),Guwahati,15-May-2024,15-May-2024,Stats,SM Curran,AR Sharma,17,8,34,19,17,11
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,KL Rahul,D Padikkal,1,2,1,3,0,1
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,MP Stoinis,KL Rahul,28,22,48,33,17,11
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,KL Rahul,DJ Hooda,9,12,20,21,11,9
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,KL Rahul,N Pooran,28,15,109,44,75,29
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,KL Rahul,Arshad Khan,0,0,0,1,0,1
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,KL Rahul,A Badoni,0,1,0,1,0,0
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,KH Pandya,A Badoni,12,7,36,17,22,10
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,RG Sharma,D Brevis,61,32,88,52,23,20
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,RG Sharma,SA Yadav,1,1,1,4,0,3
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,RG Sharma,Ishan Kishan,6,5,8,9,2,4
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,HH Pandya,Ishan Kishan,16,13,19,16,3,3
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,Ishan Kishan,N Wadhera,2,2,4,5,1,3
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,Ishan Kishan,Naman Dhir,7,6,68,32,56,26
67th Match (N),Wankhede,17-May-2024,17-May-2024,Stats,R Shepherd,Naman Dhir,1,1,8,3,6,2
