Inning,Venue,Team,Start Date,End Date,Bowling_Player,Wickets,M,R,W,ECON,0s,4s,6s,WD,NB
43rd Match (D/N),Brabourne,RCB,30-April-2022,30-April-2022,Pradeep Sangwan,4,0,19,2,475,12,2,0,0,0
43rd Match (D/N),Brabourne,RCB,30-April-2022,30-April-2022,Alzarri Joseph,4,0,42,1,1050,9,5,2,1,0
43rd Match (D/N),Brabourne,RCB,30-April-2022,30-April-2022,Rashid Khan,4,0,29,1,725,4,1,1,0,0
43rd Match (D/N),Brabourne,RCB,30-April-2022,30-April-2022,Lockie Ferguson,4,0,36,1,900,10,5,1,0,0
43rd Match (D/N),Brabourne,GT,30-April-2022,30-April-2022,Glenn Maxwell,1,0,10,0,1000,2,2,0,0,0
43rd Match (D/N),Brabourne,GT,30-April-2022,30-April-2022,Mohammed Siraj,4,0,35,0,875,11,6,0,2,0
43rd Match (D/N),Brabourne,GT,30-April-2022,30-April-2022,Josh Hazlewood,33,0,36,0,1028,5,4,1,1,0
43rd Match (D/N),Brabourne,GT,30-April-2022,30-April-2022,Shahbaz Ahmed,3,0,26,2,866,4,2,1,0,1
43rd Match (D/N),Brabourne,GT,30-April-2022,30-April-2022,Harshal Patel,4,0,35,0,875,3,2,1,1,0
43rd Match (D/N),Brabourne,GT,30-April-2022,30-April-2022,Wanindu Hasaranga,4,0,28,2,700,9,2,1,0,0
44th Match (N),DY Patil,RR,30-April-2022,30-April-2022,Daniel Sams,4,0,32,1,800,10,4,0,2,0
44th Match (N),DY Patil,RR,30-April-2022,30-April-2022,Jasprit Bumrah,4,0,27,0,675,11,3,0,0,1
44th Match (N),DY Patil,RR,30-April-2022,30-April-2022,Hrithik Shokeen,3,0,47,2,1566,9,2,6,0,0
44th Match (N),DY Patil,RR,30-April-2022,30-April-2022,Riley Meredith,4,0,24,2,600,13,1,1,4,0
44th Match (N),DY Patil,RR,30-April-2022,30-April-2022,Kumar Kartikeya,4,0,19,1,475,9,1,0,0,0
44th Match (N),DY Patil,RR,30-April-2022,30-April-2022,Kieron Pollard,1,0,8,0,800,1,1,0,0,0
44th Match (N),DY Patil,MI,30-April-2022,30-April-2022,Trent Boult,3,0,26,1,866,9,2,1,2,0
44th Match (N),DY Patil,MI,30-April-2022,30-April-2022,Prasidh Krishna,4,0,29,1,725,11,4,0,1,0
44th Match (N),DY Patil,MI,30-April-2022,30-April-2022,Ravichandran Ashwin,4,0,21,1,525,9,0,1,0,0
44th Match (N),DY Patil,MI,30-April-2022,30-April-2022,Daryl Mitchell,1,0,20,0,2000,0,3,1,0,0
44th Match (N),DY Patil,MI,30-April-2022,30-April-2022,Yuzvendra Chahal,4,0,33,1,825,9,0,3,0,0
44th Match (N),DY Patil,MI,30-April-2022,30-April-2022,Kuldeep Sen,32,0,29,1,870,7,3,1,1,0
45th Match (D/N),Wankhede,LSG,01-May-2022,01-May-2022,Mustafizur Rahman,4,0,37,0,925,6,3,1,2,0
45th Match (D/N),Wankhede,LSG,01-May-2022,01-May-2022,Chetan Sakariya,4,0,44,0,1100,4,2,3,2,0
45th Match (D/N),Wankhede,LSG,01-May-2022,01-May-2022,Axar Patel,4,0,25,0,625,9,1,1,2,0
45th Match (D/N),Wankhede,LSG,01-May-2022,01-May-2022,Lalit Yadav,1,0,16,0,1600,1,2,1,0,0
45th Match (D/N),Wankhede,LSG,01-May-2022,01-May-2022,Shardul Thakur,4,0,40,3,1000,7,3,1,6,0
45th Match (D/N),Wankhede,LSG,01-May-2022,01-May-2022,Kuldeep Yadav,3,0,29,0,966,3,3,1,0,0
45th Match (D/N),Wankhede,DC,01-May-2022,01-May-2022,Mohsin Khan,4,0,16,4,400,15,1,0,1,0
45th Match (D/N),Wankhede,DC,01-May-2022,01-May-2022,Dushmantha Chameera,4,0,44,1,1100,6,5,2,0,0
45th Match (D/N),Wankhede,DC,01-May-2022,01-May-2022,Krunal Pandya,1,0,19,0,1900,1,3,1,0,0
45th Match (D/N),Wankhede,DC,01-May-2022,01-May-2022,Jason Holder,4,0,45,0,1125,6,4,2,1,0
45th Match (D/N),Wankhede,DC,01-May-2022,01-May-2022,Ravi Bishnoi,4,0,28,1,700,10,2,1,0,0
45th Match (D/N),Wankhede,DC,01-May-2022,01-May-2022,Krishnappa Gowtham,2,0,23,1,1150,3,1,2,0,0
45th Match (D/N),Wankhede,DC,01-May-2022,01-May-2022,Marcus Stoinis,1,0,14,0,1400,3,0,2,1,0
46th Match (N),Pune,CSK,01-May-2022,01-May-2022,Bhuvneshwar Kumar,4,0,22,0,550,8,1,0,0,0
46th Match (N),Pune,CSK,01-May-2022,01-May-2022,Marco Jansen,4,0,38,0,950,12,1,4,0,0
46th Match (N),Pune,CSK,01-May-2022,01-May-2022,T Natarajan,4,0,42,2,1050,4,4,1,1,0
46th Match (N),Pune,CSK,01-May-2022,01-May-2022,Aiden Markram,3,0,36,0,1200,3,2,3,0,0
46th Match (N),Pune,CSK,01-May-2022,01-May-2022,Umran Malik,4,0,48,0,1200,8,6,2,2,0
46th Match (N),Pune,CSK,01-May-2022,01-May-2022,Shashank Singh,1,0,10,0,1000,0,1,0,0,0
46th Match (N),Pune,SRH,01-May-2022,01-May-2022,Mukesh Choudhary,4,0,46,4,1150,9,4,3,1,0
46th Match (N),Pune,SRH,01-May-2022,01-May-2022,Simarjeet Singh,2,0,24,0,1200,4,3,1,0,1
46th Match (N),Pune,SRH,01-May-2022,01-May-2022,Mitchell Santner,3,0,36,1,1200,4,2,3,0,0
46th Match (N),Pune,SRH,01-May-2022,01-May-2022,Maheesh Theekshana,4,0,26,0,650,6,0,1,0,0
46th Match (N),Pune,SRH,01-May-2022,01-May-2022,Ravindra Jadeja,3,0,15,0,500,8,0,1,0,0
46th Match (N),Pune,SRH,01-May-2022,01-May-2022,Dwaine Pretorius,4,0,40,1,1000,5,2,2,1,0
47th Match (N),Wankhede,RR,02-May-2022,02-May-2022,Umesh Yadav,4,1,24,1,600,17,5,0,1,1
47th Match (N),Wankhede,RR,02-May-2022,02-May-2022,Anukul Roy,4,0,28,1,700,7,0,2,0,0
47th Match (N),Wankhede,RR,02-May-2022,02-May-2022,Sunil Narine,4,0,19,0,475,12,2,0,0,0
47th Match (N),Wankhede,RR,02-May-2022,02-May-2022,Shivam Mavi,4,0,33,1,825,7,3,0,1,1
47th Match (N),Wankhede,RR,02-May-2022,02-May-2022,Tim Southee,4,0,46,2,1150,7,3,3,3,0
47th Match (N),Wankhede,KKR,02-May-2022,02-May-2022,Trent Boult,4,0,25,1,625,9,2,0,2,0
47th Match (N),Wankhede,KKR,02-May-2022,02-May-2022,Prasidh Krishna,4,0,37,1,925,9,5,0,4,0
47th Match (N),Wankhede,KKR,02-May-2022,02-May-2022,Kuldeep Sen,31,0,28,1,884,12,2,2,3,0
47th Match (N),Wankhede,KKR,02-May-2022,02-May-2022,Ravichandran Ashwin,4,0,33,0,825,6,3,1,0,0
47th Match (N),Wankhede,KKR,02-May-2022,02-May-2022,Yuzvendra Chahal,4,0,31,0,775,6,2,1,0,0
48th Match (N),DY Patil,GT,03-May-2022,03-May-2022,Sandeep Sharma,4,0,17,0,425,15,2,0,1,0
48th Match (N),DY Patil,GT,03-May-2022,03-May-2022,Kagiso Rabada,4,0,33,4,825,13,4,1,3,0
48th Match (N),DY Patil,GT,03-May-2022,03-May-2022,Arshdeep Singh,4,0,36,1,900,5,2,1,1,1
48th Match (N),DY Patil,GT,03-May-2022,03-May-2022,Rishi Dhawan,4,0,26,1,650,6,1,0,3,0
48th Match (N),DY Patil,GT,03-May-2022,03-May-2022,Liam Livingstone,23,0,15,1,600,5,1,0,0,0
48th Match (N),DY Patil,GT,03-May-2022,03-May-2022,Rahul Chahar,13,0,11,0,733,3,1,0,0,0
48th Match (N),DY Patil,PBKS,03-May-2022,03-May-2022,Mohammed Shami,4,0,43,1,1075,12,5,3,0,0
48th Match (N),DY Patil,PBKS,03-May-2022,03-May-2022,Pradeep Sangwan,2,0,23,0,1150,4,5,0,0,0
48th Match (N),DY Patil,PBKS,03-May-2022,03-May-2022,Alzarri Joseph,3,0,25,0,833,6,1,1,0,1
48th Match (N),DY Patil,PBKS,03-May-2022,03-May-2022,Lockie Ferguson,3,0,29,1,966,9,2,1,3,0
48th Match (N),DY Patil,PBKS,03-May-2022,03-May-2022,Rashid Khan,4,0,21,0,525,9,2,0,0,0
49th Match (N),Pune,RCB,04-May-2022,04-May-2022,Mukesh Choudhary,3,0,30,0,1000,8,4,1,1,0
49th Match (N),Pune,RCB,04-May-2022,04-May-2022,Simarjeet Singh,2,0,21,0,1050,6,2,1,1,0
49th Match (N),Pune,RCB,04-May-2022,04-May-2022,Maheesh Theekshana,4,0,27,3,675,8,2,1,0,0
49th Match (N),Pune,RCB,04-May-2022,04-May-2022,Ravindra Jadeja,4,0,20,0,500,7,1,0,0,0
49th Match (N),Pune,RCB,04-May-2022,04-May-2022,Moeen Ali,4,0,28,2,700,8,1,1,3,0
49th Match (N),Pune,RCB,04-May-2022,04-May-2022,Dwaine Pretorius,3,0,42,1,1400,4,2,3,2,0
49th Match (N),Pune,CSK,04-May-2022,04-May-2022,Shahbaz Ahmed,3,0,27,1,900,6,3,1,0,0
49th Match (N),Pune,CSK,04-May-2022,04-May-2022,Josh Hazlewood,4,0,19,1,475,10,1,0,0,0
49th Match (N),Pune,CSK,04-May-2022,04-May-2022,Mohammed Siraj,2,0,22,0,1100,2,4,0,0,0
49th Match (N),Pune,CSK,04-May-2022,04-May-2022,Wanindu Hasaranga,3,0,31,1,1033,7,0,4,0,0
49th Match (N),Pune,CSK,04-May-2022,04-May-2022,Glenn Maxwell,4,0,22,2,550,8,2,0,0,0
49th Match (N),Pune,CSK,04-May-2022,04-May-2022,Harshal Patel,4,0,35,3,875,11,2,3,0,0
50th Match (N),Brabourne,DC,05-May-2022,05-May-2022,Bhuvneshwar Kumar,4,1,25,1,625,14,3,1,0,0
50th Match (N),Brabourne,DC,05-May-2022,05-May-2022,Sean Abbott,4,0,47,1,1175,7,5,2,3,0
50th Match (N),Brabourne,DC,05-May-2022,05-May-2022,Umran Malik,4,0,52,0,1300,9,6,2,2,0
50th Match (N),Brabourne,DC,05-May-2022,05-May-2022,Kartik Tyagi,4,0,37,0,925,10,3,2,1,1
50th Match (N),Brabourne,DC,05-May-2022,05-May-2022,Shreyas Gopal,3,0,34,1,1133,7,1,4,0,0
50th Match (N),Brabourne,DC,05-May-2022,05-May-2022,Aiden Markram,1,0,11,0,1100,0,0,1,0,0
50th Match (N),Brabourne,SRH,05-May-2022,05-May-2022,Shardul Thakur,4,0,44,2,1100,10,4,2,2,0
50th Match (N),Brabourne,SRH,05-May-2022,05-May-2022,Khaleel Ahmed,4,0,30,3,750,14,3,2,0,0
50th Match (N),Brabourne,SRH,05-May-2022,05-May-2022,Anrich Nortje,4,0,35,1,875,11,1,3,3,0
50th Match (N),Brabourne,SRH,05-May-2022,05-May-2022,Mitchell Marsh,4,0,36,1,900,9,6,0,1,0
50th Match (N),Brabourne,SRH,05-May-2022,05-May-2022,Kuldeep Yadav,4,0,40,1,1000,10,2,4,0,0
51st Match (N),Brabourne,MI,06-May-2022,06-May-2022,Mohammed Shami,4,0,42,0,1050,8,2,3,2,0
51st Match (N),Brabourne,MI,06-May-2022,06-May-2022,Alzarri Joseph,4,0,41,1,1025,9,5,2,0,0
51st Match (N),Brabourne,MI,06-May-2022,06-May-2022,Rashid Khan,4,0,24,2,600,10,2,0,0,0
51st Match (N),Brabourne,MI,06-May-2022,06-May-2022,Lockie Ferguson,4,0,34,1,850,12,3,2,0,1
51st Match (N),Brabourne,MI,06-May-2022,06-May-2022,Pradeep Sangwan,3,0,23,1,766,6,2,0,2,0
51st Match (N),Brabourne,MI,06-May-2022,06-May-2022,Rahul Tewatia,1,0,11,0,1100,0,0,1,0,0
51st Match (N),Brabourne,GT,06-May-2022,06-May-2022,Daniel Sams,3,0,18,0,600,9,3,0,0,0
51st Match (N),Brabourne,GT,06-May-2022,06-May-2022,Jasprit Bumrah,4,0,48,0,1200,7,5,3,0,0
51st Match (N),Brabourne,GT,06-May-2022,06-May-2022,Murugan Ashwin,4,0,29,2,725,8,2,1,0,0
51st Match (N),Brabourne,GT,06-May-2022,06-May-2022,Riley Meredith,4,0,32,0,800,9,5,0,1,0
51st Match (N),Brabourne,GT,06-May-2022,06-May-2022,Kumar Kartikeya,3,0,29,0,966,4,3,1,0,0
51st Match (N),Brabourne,GT,06-May-2022,06-May-2022,Kieron Pollard,2,0,13,1,650,4,0,1,0,0
52nd Match (D/N),Wankhede,PBKS,07-May-2022,07-May-2022,Trent Boult,4,1,36,0,900,10,5,1,1,0
52nd Match (D/N),Wankhede,PBKS,07-May-2022,07-May-2022,Prasidh Krishna,4,0,48,1,1200,6,7,1,2,1
52nd Match (D/N),Wankhede,PBKS,07-May-2022,07-May-2022,Kuldeep Sen,4,0,42,0,1050,9,5,2,2,0
52nd Match (D/N),Wankhede,PBKS,07-May-2022,07-May-2022,Ravichandran Ashwin,4,0,32,1,800,8,3,1,1,0
52nd Match (D/N),Wankhede,PBKS,07-May-2022,07-May-2022,Yuzvendra Chahal,4,0,28,3,700,10,0,2,4,0
52nd Match (D/N),Wankhede,RR,07-May-2022,07-May-2022,Sandeep Sharma,4,0,41,0,1025,10,7,1,1,0
52nd Match (D/N),Wankhede,RR,07-May-2022,07-May-2022,Kagiso Rabada,4,0,50,1,1250,7,7,2,1,0
52nd Match (D/N),Wankhede,RR,07-May-2022,07-May-2022,Arshdeep Singh,4,0,29,2,725,8,4,0,1,0
52nd Match (D/N),Wankhede,RR,07-May-2022,07-May-2022,Rishi Dhawan,3,0,25,1,833,5,4,0,0,0
52nd Match (D/N),Wankhede,RR,07-May-2022,07-May-2022,Rahul Chahar,34,0,39,0,1063,5,2,2,2,0
52nd Match (D/N),Wankhede,RR,07-May-2022,07-May-2022,Liam Livingstone,1,0,6,0,600,1,0,0,1,0
53rd Match (N),Pune,LSG,07-May-2022,07-May-2022,Tim Southee,4,0,28,1,700,12,3,1,0,0
53rd Match (N),Pune,LSG,07-May-2022,07-May-2022,Shivam Mavi,4,0,50,1,1250,10,3,5,1,0
53rd Match (N),Pune,LSG,07-May-2022,07-May-2022,Sunil Narine,4,0,20,1,500,12,0,1,0,0
53rd Match (N),Pune,LSG,07-May-2022,07-May-2022,Anukul Roy,3,0,27,0,900,4,2,1,0,0
53rd Match (N),Pune,LSG,07-May-2022,07-May-2022,Harshit Rana,2,0,27,0,1350,4,3,2,0,0
53rd Match (N),Pune,LSG,07-May-2022,07-May-2022,Andre Russell,3,0,22,2,733,2,0,0,1,0
53rd Match (N),Pune,KKR,07-May-2022,07-May-2022,Mohsin Khan,3,1,6,1,200,15,1,0,0,0
53rd Match (N),Pune,KKR,07-May-2022,07-May-2022,Dushmantha Chameera,3,0,14,1,466,11,2,0,0,0
53rd Match (N),Pune,KKR,07-May-2022,07-May-2022,Avesh Khan,3,1,19,3,633,11,1,1,2,0
53rd Match (N),Pune,KKR,07-May-2022,07-May-2022,Jason Holder,23,0,31,3,1240,4,1,3,0,0
53rd Match (N),Pune,KKR,07-May-2022,07-May-2022,Ravi Bishnoi,3,0,30,1,1000,8,3,2,0,0
54th Match (D/N),Wankhede,RCB,08-May-2022,08-May-2022,Jagadeesha Suchith,4,0,30,2,750,12,1,2,2,0
54th Match (D/N),Wankhede,RCB,08-May-2022,08-May-2022,Bhuvneshwar Kumar,4,0,34,0,850,7,2,2,0,0
54th Match (D/N),Wankhede,RCB,08-May-2022,08-May-2022,Fazalhaq Farooqi,4,0,47,0,1175,6,4,3,0,0
54th Match (D/N),Wankhede,RCB,08-May-2022,08-May-2022,Kartik Tyagi,4,0,42,1,1050,10,4,2,3,1
54th Match (D/N),Wankhede,RCB,08-May-2022,08-May-2022,Umran Malik,2,0,25,0,1250,4,4,1,0,0
54th Match (D/N),Wankhede,RCB,08-May-2022,08-May-2022,Abhishek Sharma,2,0,13,0,650,2,1,0,0,0
54th Match (D/N),Wankhede,SRH,08-May-2022,08-May-2022,Glenn Maxwell,2,0,13,1,650,7,1,1,0,0
54th Match (D/N),Wankhede,SRH,08-May-2022,08-May-2022,Josh Hazlewood,4,0,17,2,425,13,2,0,0,0
54th Match (D/N),Wankhede,SRH,08-May-2022,08-May-2022,Shahbaz Ahmed,2,0,20,0,1000,3,3,0,2,0
54th Match (D/N),Wankhede,SRH,08-May-2022,08-May-2022,Mohammed Siraj,3,0,27,0,900,7,1,2,1,0
54th Match (D/N),Wankhede,SRH,08-May-2022,08-May-2022,Mahipal Lomror,1,0,7,0,700,2,1,0,0,0
54th Match (D/N),Wankhede,SRH,08-May-2022,08-May-2022,Harshal Patel,32,0,20,1,600,9,1,1,1,0
54th Match (D/N),Wankhede,SRH,08-May-2022,08-May-2022,Wanindu Hasaranga,4,1,18,5,450,14,1,1,0,0
55th Match (N),DY Patil,CSK,08-May-2022,08-May-2022,Shardul Thakur,3,0,38,0,1266,5,4,2,2,0
55th Match (N),DY Patil,CSK,08-May-2022,08-May-2022,Khaleel Ahmed,4,0,28,2,700,10,2,1,3,0
55th Match (N),DY Patil,CSK,08-May-2022,08-May-2022,Anrich Nortje,4,0,42,3,1050,6,5,1,0,1
55th Match (N),DY Patil,CSK,08-May-2022,08-May-2022,Axar Patel,3,0,23,0,766,5,0,2,0,0
55th Match (N),DY Patil,CSK,08-May-2022,08-May-2022,Kuldeep Yadav,3,0,43,0,1433,4,4,3,2,0
55th Match (N),DY Patil,CSK,08-May-2022,08-May-2022,Mitchell Marsh,3,0,34,1,1133,3,2,1,3,0
55th Match (N),DY Patil,DC,08-May-2022,08-May-2022,Mukesh Choudhary,3,0,22,2,733,10,1,2,0,0
55th Match (N),DY Patil,DC,08-May-2022,08-May-2022,Simarjeet Singh,4,0,27,2,675,13,3,1,1,0
55th Match (N),DY Patil,DC,08-May-2022,08-May-2022,Maheesh Theekshana,4,0,29,1,725,13,4,1,0,0
55th Match (N),DY Patil,DC,08-May-2022,08-May-2022,Dwayne Bravo,24,0,24,2,900,6,4,0,1,0
55th Match (N),DY Patil,DC,08-May-2022,08-May-2022,Moeen Ali,4,0,13,3,325,16,0,1,0,0
56th Match (N),DY Patil,KKR,09-May-2022,09-May-2022,Daniel Sams,4,0,26,1,650,13,0,2,3,0
56th Match (N),DY Patil,KKR,09-May-2022,09-May-2022,Murugan Ashwin,4,0,35,1,875,10,3,2,1,0
56th Match (N),DY Patil,KKR,09-May-2022,09-May-2022,Jasprit Bumrah,4,1,10,5,250,18,1,0,0,0
56th Match (N),DY Patil,KKR,09-May-2022,09-May-2022,Riley Meredith,3,0,35,0,1166,6,4,1,1,0
56th Match (N),DY Patil,KKR,09-May-2022,09-May-2022,Kumar Kartikeya,3,0,32,2,1066,8,2,3,0,0
56th Match (N),DY Patil,KKR,09-May-2022,09-May-2022,Kieron Pollard,2,0,26,0,1300,3,2,2,1,0
56th Match (N),DY Patil,MI,09-May-2022,09-May-2022,Tim Southee,3,0,10,1,333,13,1,0,0,0
56th Match (N),DY Patil,MI,09-May-2022,09-May-2022,Pat Cummins,4,0,22,3,550,11,2,0,1,0
56th Match (N),DY Patil,MI,09-May-2022,09-May-2022,Andre Russell,23,0,22,2,880,6,4,0,0,0
56th Match (N),DY Patil,MI,09-May-2022,09-May-2022,Sunil Narine,4,0,21,0,525,9,0,1,1,0
56th Match (N),DY Patil,MI,09-May-2022,09-May-2022,Varun Chakravarthy,3,0,22,1,733,6,1,1,0,0
56th Match (N),DY Patil,MI,09-May-2022,09-May-2022,Venkatesh Iyer,1,0,8,0,800,1,1,0,0,0
57th Match (N),Pune,GT,10-May-2022,10-May-2022,Mohsin Khan,4,0,18,1,450,10,1,0,0,0
57th Match (N),Pune,GT,10-May-2022,10-May-2022,Dushmantha Chameera,4,0,34,0,850,10,6,0,2,0
57th Match (N),Pune,GT,10-May-2022,10-May-2022,Avesh Khan,4,0,26,2,650,8,3,0,1,0
57th Match (N),Pune,GT,10-May-2022,10-May-2022,Krunal Pandya,4,0,24,0,600,5,1,0,0,0
57th Match (N),Pune,GT,10-May-2022,10-May-2022,Jason Holder,4,0,41,1,1025,5,4,1,3,0
57th Match (N),Pune,LSG,10-May-2022,10-May-2022,Mohammed Shami,3,0,5,1,166,14,0,0,1,0
57th Match (N),Pune,LSG,10-May-2022,10-May-2022,Hardik Pandya,1,0,8,0,800,2,1,0,0,0
57th Match (N),Pune,LSG,10-May-2022,10-May-2022,Yash Dayal,2,0,24,2,1200,5,4,1,0,0
57th Match (N),Pune,LSG,10-May-2022,10-May-2022,Alzarri Joseph,2,0,14,0,700,4,2,0,0,0
57th Match (N),Pune,LSG,10-May-2022,10-May-2022,Rashid Khan,35,0,24,4,626,11,0,2,2,0
57th Match (N),Pune,LSG,10-May-2022,10-May-2022,Sai Kishore,2,0,7,2,350,5,0,0,0,0
58th Match (N),DY Patil,RR,11-May-2022,11-May-2022,Chetan Sakariya,4,0,23,2,575,9,1,0,3,0
58th Match (N),DY Patil,RR,11-May-2022,11-May-2022,Anrich Nortje,4,0,39,2,975,8,4,2,1,0
58th Match (N),DY Patil,RR,11-May-2022,11-May-2022,Shardul Thakur,4,0,27,0,675,12,4,0,1,0
58th Match (N),DY Patil,RR,11-May-2022,11-May-2022,Axar Patel,2,0,25,0,1250,5,1,3,0,0
58th Match (N),DY Patil,RR,11-May-2022,11-May-2022,Mitchell Marsh,3,0,25,2,833,5,4,0,0,0
58th Match (N),DY Patil,RR,11-May-2022,11-May-2022,Kuldeep Yadav,3,0,20,0,666,3,0,1,0,0
58th Match (N),DY Patil,DC,11-May-2022,11-May-2022,Trent Boult,4,0,32,1,800,11,4,1,2,0
58th Match (N),DY Patil,DC,11-May-2022,11-May-2022,Prasidh Krishna,3,1,20,0,666,11,2,1,0,0
58th Match (N),DY Patil,DC,11-May-2022,11-May-2022,Ravichandran Ashwin,4,0,32,0,800,7,1,2,2,0
58th Match (N),DY Patil,DC,11-May-2022,11-May-2022,Kuldeep Sen,31,0,32,0,1010,6,2,2,0,0
58th Match (N),DY Patil,DC,11-May-2022,11-May-2022,Yuzvendra Chahal,4,0,43,1,1075,6,1,4,1,0
59th Match (N),Wankhede,CSK,12-May-2022,12-May-2022,Daniel Sams,4,0,16,3,400,18,1,0,6,0
59th Match (N),Wankhede,CSK,12-May-2022,12-May-2022,Jasprit Bumrah,3,1,12,1,400,13,2,0,0,0
59th Match (N),Wankhede,CSK,12-May-2022,12-May-2022,Riley Meredith,3,0,27,2,900,11,3,1,1,0
59th Match (N),Wankhede,CSK,12-May-2022,12-May-2022,Hrithik Shokeen,2,0,12,0,600,7,0,1,1,0
59th Match (N),Wankhede,CSK,12-May-2022,12-May-2022,Kumar Kartikeya,3,0,22,2,733,9,2,1,0,0
59th Match (N),Wankhede,CSK,12-May-2022,12-May-2022,Ramandeep Singh,1,0,5,1,500,4,1,0,0,0
59th Match (N),Wankhede,MI,12-May-2022,12-May-2022,Mukesh Choudhary,4,0,23,3,575,17,4,0,3,0
59th Match (N),Wankhede,MI,12-May-2022,12-May-2022,Simarjeet Singh,4,0,22,1,550,16,3,0,1,0
59th Match (N),Wankhede,MI,12-May-2022,12-May-2022,Dwayne Bravo,2,0,16,0,800,3,1,0,1,0
59th Match (N),Wankhede,MI,12-May-2022,12-May-2022,Maheesh Theekshana,3,0,24,0,800,5,3,0,0,0
59th Match (N),Wankhede,MI,12-May-2022,12-May-2022,Moeen Ali,15,0,17,1,927,4,0,2,0,0
60th Match (N),Brabourne,PBKS,13-May-2022,13-May-2022,Glenn Maxwell,2,0,17,1,850,6,0,2,0,0
60th Match (N),Brabourne,PBKS,13-May-2022,13-May-2022,Josh Hazlewood,4,0,64,0,1600,5,7,4,2,0
60th Match (N),Brabourne,PBKS,13-May-2022,13-May-2022,Mohammed Siraj,2,0,36,0,1800,3,2,4,0,1
60th Match (N),Brabourne,PBKS,13-May-2022,13-May-2022,Wanindu Hasaranga,4,0,15,2,375,12,1,0,0,0
60th Match (N),Brabourne,PBKS,13-May-2022,13-May-2022,Shahbaz Ahmed,4,0,40,1,1000,5,3,2,0,0
60th Match (N),Brabourne,PBKS,13-May-2022,13-May-2022,Harshal Patel,4,0,34,4,850,10,3,2,1,0
60th Match (N),Brabourne,RCB,13-May-2022,13-May-2022,Harpreet Brar,4,0,33,1,825,12,3,2,2,0
60th Match (N),Brabourne,RCB,13-May-2022,13-May-2022,Arshdeep Singh,4,0,27,1,675,9,3,0,1,0
60th Match (N),Brabourne,RCB,13-May-2022,13-May-2022,Kagiso Rabada,4,0,21,3,525,15,2,0,2,0
60th Match (N),Brabourne,RCB,13-May-2022,13-May-2022,Rishi Dhawan,4,0,36,2,900,4,2,1,0,0
60th Match (N),Brabourne,RCB,13-May-2022,13-May-2022,Rahul Chahar,4,0,37,2,925,10,3,2,3,0
61st Match (N),Pune,KKR,14-May-2022,14-May-2022,Bhuvneshwar Kumar,4,0,27,1,675,13,3,0,5,0
61st Match (N),Pune,KKR,14-May-2022,14-May-2022,Marco Jansen,4,0,30,1,750,11,0,3,0,0
61st Match (N),Pune,KKR,14-May-2022,14-May-2022,T Natarajan,4,0,43,1,1075,7,1,4,1,0
61st Match (N),Pune,KKR,14-May-2022,14-May-2022,Washington Sundar,4,0,40,0,1000,8,1,4,0,0
61st Match (N),Pune,KKR,14-May-2022,14-May-2022,Umran Malik,4,0,33,3,825,10,5,0,2,0
61st Match (N),Pune,SRH,14-May-2022,14-May-2022,Umesh Yadav,4,0,19,1,475,13,1,1,0,0
61st Match (N),Pune,SRH,14-May-2022,14-May-2022,Tim Southee,4,0,23,2,575,9,2,0,0,0
61st Match (N),Pune,SRH,14-May-2022,14-May-2022,Sunil Narine,4,0,34,1,850,6,1,2,0,0
61st Match (N),Pune,SRH,14-May-2022,14-May-2022,Andre Russell,4,0,22,3,550,14,3,0,2,0
61st Match (N),Pune,SRH,14-May-2022,14-May-2022,Varun Chakravarthy,4,0,25,1,625,13,1,2,1,0
62nd Match (D/N),Wankhede,CSK,15-May-2022,15-May-2022,Mohammed Shami,4,0,19,2,475,9,0,0,0,0
62nd Match (D/N),Wankhede,CSK,15-May-2022,15-May-2022,Hardik Pandya,2,0,8,0,400,5,0,0,0,1
62nd Match (D/N),Wankhede,CSK,15-May-2022,15-May-2022,Yash Dayal,3,0,27,0,900,6,2,1,3,0
62nd Match (D/N),Wankhede,CSK,15-May-2022,15-May-2022,Rashid Khan,4,0,31,1,775,6,0,2,0,0
62nd Match (D/N),Wankhede,CSK,15-May-2022,15-May-2022,Alzarri Joseph,3,0,15,1,500,10,2,0,0,0
62nd Match (D/N),Wankhede,CSK,15-May-2022,15-May-2022,Sai Kishore,4,0,31,1,775,8,3,1,1,0
62nd Match (D/N),Wankhede,GT,15-May-2022,15-May-2022,Mukesh Choudhary,3,0,28,0,933,5,5,0,0,0
62nd Match (D/N),Wankhede,GT,15-May-2022,15-May-2022,Simarjeet Singh,3,0,26,0,866,8,3,1,1,0
62nd Match (D/N),Wankhede,GT,15-May-2022,15-May-2022,Mitchell Santner,4,0,24,0,600,11,3,0,0,0
62nd Match (D/N),Wankhede,GT,15-May-2022,15-May-2022,Prashant Solanki,4,0,18,0,450,6,0,0,0,0
62nd Match (D/N),Wankhede,GT,15-May-2022,15-May-2022,Matheesha Pathirana,31,0,24,2,757,8,3,0,3,0
62nd Match (D/N),Wankhede,GT,15-May-2022,15-May-2022,Moeen Ali,2,0,11,1,550,4,1,0,0,0
63rd Match (N),Brabourne,RR,15-May-2022,15-May-2022,Mohsin Khan,4,0,43,0,1075,9,6,1,1,0
63rd Match (N),Brabourne,RR,15-May-2022,15-May-2022,Dushmantha Chameera,3,0,35,0,1166,7,5,1,0,1
