Inning,Venue,Team,Start Date,End Date,Bowling_Player,Wickets,M,R,W,ECON,0s,4s,6s,WD,NB
38th match (N),Eden Gardens,SRH,04-May-2015,04-May-2015,Ryan ten Doeschate,1,0,4,0,400,3,0,0,1,0
39th match (N),Wankhede,DC,05-May-2015,05-May-2015,Lasith Malinga,4,0,33,2,825,12,7,0,0,0
39th match (N),Wankhede,DC,05-May-2015,05-May-2015,Mitchell McClenaghan,4,0,37,0,925,8,3,2,1,0
39th match (N),Wankhede,DC,05-May-2015,05-May-2015,Vinay Kumar,3,0,31,0,1033,5,2,2,0,0
39th match (N),Wankhede,DC,05-May-2015,05-May-2015,Harbhajan Singh,4,1,11,2,275,16,0,0,0,0
39th match (N),Wankhede,DC,05-May-2015,05-May-2015,Jagadeesha Suchith,3,0,24,1,800,6,2,1,0,0
39th match (N),Wankhede,DC,05-May-2015,05-May-2015,Hardik Pandya,2,0,13,1,650,7,1,1,0,0
39th match (N),Wankhede,MI,05-May-2015,05-May-2015,Zaheer Khan,4,0,32,1,800,9,2,1,3,0
39th match (N),Wankhede,MI,05-May-2015,05-May-2015,Nathan CoulterNile,4,1,30,2,750,12,2,2,0,0
39th match (N),Wankhede,MI,05-May-2015,05-May-2015,Angelo Mathews,4,0,33,1,825,8,4,1,0,0
39th match (N),Wankhede,MI,05-May-2015,05-May-2015,Yuvraj Singh,1,0,5,0,500,2,0,0,0,0
39th match (N),Wankhede,MI,05-May-2015,05-May-2015,Amit Mishra,4,0,25,1,625,7,0,1,2,0
39th match (N),Wankhede,MI,05-May-2015,05-May-2015,Imran Tahir,23,0,27,0,1080,4,1,2,1,0
40th match (N),Bengaluru,RCB,06-May-2015,06-May-2015,Sandeep Sharma,4,0,41,2,1025,8,2,3,0,1
40th match (N),Bengaluru,RCB,06-May-2015,06-May-2015,Mitchell Johnson,4,0,43,0,1075,11,4,3,2,0
40th match (N),Bengaluru,RCB,06-May-2015,06-May-2015,Anureet Singh,4,0,25,0,625,8,3,0,0,0
40th match (N),Bengaluru,RCB,06-May-2015,06-May-2015,Glenn Maxwell,2,0,23,0,1150,3,1,2,1,0
40th match (N),Bengaluru,RCB,06-May-2015,06-May-2015,Axar Patel,4,0,50,1,1250,10,3,5,2,0
40th match (N),Bengaluru,RCB,06-May-2015,06-May-2015,Karanveer Singh,2,0,41,0,2050,1,1,5,2,0
40th match (N),Bengaluru,KXIP,06-May-2015,06-May-2015,Mitchell Starc,4,0,15,4,375,15,0,0,2,0
40th match (N),Bengaluru,KXIP,06-May-2015,06-May-2015,Sreenath Aravind,4,0,27,4,675,14,4,1,0,0
40th match (N),Bengaluru,KXIP,06-May-2015,06-May-2015,Harshal Patel,2,0,13,1,650,7,1,1,0,0
40th match (N),Bengaluru,KXIP,06-May-2015,06-May-2015,Yuzvendra Chahal,24,0,24,1,900,7,3,1,0,0
40th match (N),Bengaluru,KXIP,06-May-2015,06-May-2015,David Wiese,1,0,4,0,400,2,0,0,0,0
41st match (D/N),Brabourne,SRH,07-May-2015,07-May-2015,Deepak Hooda,3,0,34,0,1133,4,4,1,1,0
41st match (D/N),Brabourne,SRH,07-May-2015,07-May-2015,Chris Morris,4,0,38,0,950,9,3,1,3,0
41st match (D/N),Brabourne,SRH,07-May-2015,07-May-2015,Dhawal Kulkarni,2,0,19,0,950,6,4,0,1,0
41st match (D/N),Brabourne,SRH,07-May-2015,07-May-2015,Shane Watson,3,0,36,2,1200,5,3,2,0,0
41st match (D/N),Brabourne,SRH,07-May-2015,07-May-2015,James Faulkner,4,0,37,1,925,8,6,0,1,0
41st match (D/N),Brabourne,SRH,07-May-2015,07-May-2015,Pravin Tambe,4,0,32,1,800,11,1,3,0,0
41st match (D/N),Brabourne,RR,07-May-2015,07-May-2015,Bhuvneshwar Kumar,4,0,44,3,1100,9,6,2,0,0
41st match (D/N),Brabourne,RR,07-May-2015,07-May-2015,Praveen Kumar,4,0,40,0,1000,10,3,3,0,0
41st match (D/N),Brabourne,RR,07-May-2015,07-May-2015,Ishant Sharma,3,0,25,1,833,9,2,2,0,0
41st match (D/N),Brabourne,RR,07-May-2015,07-May-2015,Karn Sharma,3,0,28,1,933,6,1,2,0,0
41st match (D/N),Brabourne,RR,07-May-2015,07-May-2015,Moises Henriques,3,0,29,1,966,6,5,0,1,0
41st match (D/N),Brabourne,RR,07-May-2015,07-May-2015,Ravi Bopara,3,0,22,1,733,6,1,1,0,0
42nd match (N),Eden Gardens,KKR,07-May-2015,07-May-2015,Zaheer Khan,4,0,34,1,850,10,6,0,2,0
42nd match (N),Eden Gardens,KKR,07-May-2015,07-May-2015,Albie Morkel,3,0,25,1,833,7,4,0,1,0
42nd match (N),Eden Gardens,KKR,07-May-2015,07-May-2015,JeanPaul Duminy,1,0,16,0,1600,1,2,1,0,0
42nd match (N),Eden Gardens,KKR,07-May-2015,07-May-2015,Amit Mishra,4,0,20,1,500,14,1,1,0,0
42nd match (N),Eden Gardens,KKR,07-May-2015,07-May-2015,Imran Tahir,4,0,46,2,1150,5,2,2,2,0
42nd match (N),Eden Gardens,KKR,07-May-2015,07-May-2015,Angelo Mathews,2,0,13,0,650,7,1,1,0,0
42nd match (N),Eden Gardens,KKR,07-May-2015,07-May-2015,Yuvraj Singh,2,0,14,1,700,4,0,1,0,0
42nd match (N),Eden Gardens,DC,07-May-2015,07-May-2015,Umesh Yadav,4,0,29,0,725,13,5,0,3,0
42nd match (N),Eden Gardens,DC,07-May-2015,07-May-2015,Andre Russell,4,0,24,1,600,13,2,1,1,0
42nd match (N),Eden Gardens,DC,07-May-2015,07-May-2015,Sunil Narine,4,0,30,0,750,9,3,1,1,0
42nd match (N),Eden Gardens,DC,07-May-2015,07-May-2015,Piyush Chawla,4,0,32,4,800,8,2,2,0,0
42nd match (N),Eden Gardens,DC,07-May-2015,07-May-2015,Brad Hogg,3,0,27,1,900,5,1,2,0,0
42nd match (N),Eden Gardens,DC,07-May-2015,07-May-2015,Johan Botha,1,0,14,0,1400,0,1,1,0,0
43rd match (N),Chennai,CSK,08-May-2015,08-May-2015,Mitchell McClenaghan,4,0,34,1,850,9,2,2,0,0
43rd match (N),Chennai,CSK,08-May-2015,08-May-2015,Marchant de Lange,4,1,30,0,750,15,4,0,2,0
43rd match (N),Chennai,CSK,08-May-2015,08-May-2015,Jagadeesha Suchith,4,0,21,1,525,10,2,0,0,0
43rd match (N),Chennai,CSK,08-May-2015,08-May-2015,Vinay Kumar,3,0,33,1,1100,4,4,1,0,0
43rd match (N),Chennai,CSK,08-May-2015,08-May-2015,Harbhajan Singh,4,0,36,1,900,6,2,2,0,0
43rd match (N),Chennai,CSK,08-May-2015,08-May-2015,Hardik Pandya,1,0,4,0,400,2,0,0,0,0
43rd match (N),Chennai,MI,08-May-2015,08-May-2015,Ravichandran Ashwin,4,0,17,2,425,15,0,1,1,0
43rd match (N),Chennai,MI,08-May-2015,08-May-2015,Mohit Sharma,2,0,19,0,950,3,3,0,0,0
43rd match (N),Chennai,MI,08-May-2015,08-May-2015,Ashish Nehra,3,0,45,0,1500,3,4,3,0,0
43rd match (N),Chennai,MI,08-May-2015,08-May-2015,Ravindra Jadeja,4,0,27,0,675,5,2,0,0,0
43rd match (N),Chennai,MI,08-May-2015,08-May-2015,Pawan Negi,4,0,34,0,850,12,0,4,0,0
43rd match (N),Chennai,MI,08-May-2015,08-May-2015,Dwayne Bravo,22,0,16,1,685,2,1,0,0,0
44th match (D/N),Eden Gardens,KXIP,09-May-2015,09-May-2015,Umesh Yadav,4,0,36,0,900,8,4,1,1,0
44th match (D/N),Eden Gardens,KXIP,09-May-2015,09-May-2015,Andre Russell,4,0,50,1,1250,7,3,4,1,0
44th match (D/N),Eden Gardens,KXIP,09-May-2015,09-May-2015,Sunil Narine,4,0,19,4,475,13,1,1,0,0
44th match (D/N),Eden Gardens,KXIP,09-May-2015,09-May-2015,Johan Botha,1,0,9,0,900,2,0,1,0,0
44th match (D/N),Eden Gardens,KXIP,09-May-2015,09-May-2015,Brad Hogg,4,0,30,0,750,12,2,2,1,0
44th match (D/N),Eden Gardens,KXIP,09-May-2015,09-May-2015,Piyush Chawla,3,0,35,0,1166,2,1,2,0,0
44th match (D/N),Eden Gardens,KKR,09-May-2015,09-May-2015,Sandeep Sharma,4,0,35,0,875,8,6,0,1,0
44th match (D/N),Eden Gardens,KKR,09-May-2015,09-May-2015,Beuran Hendricks,4,0,35,1,875,10,7,0,0,0
44th match (D/N),Eden Gardens,KKR,09-May-2015,09-May-2015,Anureet Singh,35,0,56,2,1460,6,6,4,0,0
44th match (D/N),Eden Gardens,KKR,09-May-2015,09-May-2015,Axar Patel,4,0,33,1,825,10,1,3,1,0
44th match (D/N),Eden Gardens,KKR,09-May-2015,09-May-2015,Gurkeerat Singh Mann,3,0,17,2,566,8,0,1,2,0
44th match (D/N),Eden Gardens,KKR,09-May-2015,09-May-2015,Glenn Maxwell,1,0,5,1,500,1,0,0,0,0
45th match (N),Raipur,SRH,09-May-2015,09-May-2015,Jayant Yadav,4,0,19,1,475,10,1,0,0,0
45th match (N),Raipur,SRH,09-May-2015,09-May-2015,Zaheer Khan,4,0,33,1,825,10,3,1,2,0
45th match (N),Raipur,SRH,09-May-2015,09-May-2015,Nathan CoulterNile,4,0,25,2,625,12,2,1,0,0
45th match (N),Raipur,SRH,09-May-2015,09-May-2015,JeanPaul Duminy,2,0,16,0,800,3,1,0,1,0
45th match (N),Raipur,SRH,09-May-2015,09-May-2015,Amit Mishra,3,0,34,0,1133,3,1,2,0,0
45th match (N),Raipur,SRH,09-May-2015,09-May-2015,Albie Morkel,3,0,35,0,1166,2,1,2,0,0
45th match (N),Raipur,DC,09-May-2015,09-May-2015,Bhuvneshwar Kumar,4,0,20,1,500,13,3,0,0,0
45th match (N),Raipur,DC,09-May-2015,09-May-2015,Ishant Sharma,4,0,39,0,975,9,6,1,0,0
45th match (N),Raipur,DC,09-May-2015,09-May-2015,Parvez Rasool,4,0,20,1,500,9,1,0,0,0
45th match (N),Raipur,DC,09-May-2015,09-May-2015,Praveen Kumar,2,0,34,0,1700,3,4,2,1,0
45th match (N),Raipur,DC,09-May-2015,09-May-2015,Moises Henriques,2,0,14,0,700,5,2,0,0,0
45th match (N),Raipur,DC,09-May-2015,09-May-2015,Karn Sharma,3,0,12,2,400,11,0,1,0,0
45th match (N),Raipur,DC,09-May-2015,09-May-2015,Ravi Bopara,1,0,15,0,1500,1,3,0,0,0
46th match (D/N),Wankhede,RCB,10-May-2015,10-May-2015,Mitchell McClenaghan,4,0,40,0,1000,7,5,1,1,0
46th match (D/N),Wankhede,RCB,10-May-2015,10-May-2015,Lasith Malinga,4,1,27,1,675,11,4,0,1,0
46th match (D/N),Wankhede,RCB,10-May-2015,10-May-2015,Jasprit Bumrah,4,0,52,0,1300,3,3,3,1,1
46th match (D/N),Wankhede,RCB,10-May-2015,10-May-2015,Jagadeesha Suchith,3,0,35,0,1166,4,5,1,0,0
46th match (D/N),Wankhede,RCB,10-May-2015,10-May-2015,Harbhajan Singh,2,0,30,0,1500,0,1,2,1,0
46th match (D/N),Wankhede,RCB,10-May-2015,10-May-2015,Hardik Pandya,3,0,51,0,1700,2,8,2,0,0
46th match (D/N),Wankhede,MI,10-May-2015,10-May-2015,Mitchell Starc,4,0,41,1,1025,5,6,0,1,0
46th match (D/N),Wankhede,MI,10-May-2015,10-May-2015,Sreenath Aravind,4,0,29,1,725,9,4,0,0,0
46th match (D/N),Wankhede,MI,10-May-2015,10-May-2015,David Wiese,4,0,38,0,950,9,4,2,1,0
46th match (D/N),Wankhede,MI,10-May-2015,10-May-2015,Harshal Patel,4,0,36,2,900,8,1,3,1,0
46th match (D/N),Wankhede,MI,10-May-2015,10-May-2015,Yuzvendra Chahal,4,0,51,2,1275,6,0,6,0,0
47th match (N),Chennai,CSK,10-May-2015,10-May-2015,Chris Morris,4,0,19,3,475,12,2,0,1,0
47th match (N),Chennai,CSK,10-May-2015,10-May-2015,Shane Watson,2,0,19,0,950,5,2,1,1,0
47th match (N),Chennai,CSK,10-May-2015,10-May-2015,Ankit Sharma,4,0,31,1,775,10,3,0,1,0
47th match (N),Chennai,CSK,10-May-2015,10-May-2015,Pravin Tambe,3,0,24,0,800,8,1,2,0,0
47th match (N),Chennai,CSK,10-May-2015,10-May-2015,James Faulkner,4,0,40,0,1000,7,5,1,0,0
47th match (N),Chennai,CSK,10-May-2015,10-May-2015,Rajat Bhatia,3,0,23,0,766,5,1,1,0,0
47th match (N),Chennai,RR,10-May-2015,10-May-2015,Ashish Nehra,4,0,29,0,725,10,5,0,0,0
47th match (N),Chennai,RR,10-May-2015,10-May-2015,Mohit Sharma,4,0,25,3,625,11,1,0,1,1
47th match (N),Chennai,RR,10-May-2015,10-May-2015,Pawan Negi,4,0,35,0,875,5,4,0,1,0
47th match (N),Chennai,RR,10-May-2015,10-May-2015,Ravindra Jadeja,4,0,11,4,275,13,0,0,0,0
47th match (N),Chennai,RR,10-May-2015,10-May-2015,Dwayne Bravo,4,0,43,2,1075,3,1,3,0,1
48th match (N),Hyderabad,SRH,11-May-2015,11-May-2015,Sandeep Sharma,4,0,33,0,825,9,3,1,0,0
48th match (N),Hyderabad,SRH,11-May-2015,11-May-2015,Anureet Singh,4,0,37,0,925,10,4,2,0,0
48th match (N),Hyderabad,SRH,11-May-2015,11-May-2015,Beuran Hendricks,4,0,40,2,1000,7,4,1,2,1
48th match (N),Hyderabad,SRH,11-May-2015,11-May-2015,Gurkeerat Singh Mann,3,0,27,1,900,6,3,1,0,0
48th match (N),Hyderabad,SRH,11-May-2015,11-May-2015,Glenn Maxwell,3,0,28,1,933,7,2,2,1,0
48th match (N),Hyderabad,SRH,11-May-2015,11-May-2015,Axar Patel,2,0,19,0,950,3,0,2,0,0
48th match (N),Hyderabad,KXIP,11-May-2015,11-May-2015,Bhuvneshwar Kumar,4,0,34,1,850,10,2,2,0,0
48th match (N),Hyderabad,KXIP,11-May-2015,11-May-2015,Trent Boult,4,0,45,1,1125,8,4,3,1,0
48th match (N),Hyderabad,KXIP,11-May-2015,11-May-2015,Ishant Sharma,4,0,49,0,1225,8,4,4,1,0
48th match (N),Hyderabad,KXIP,11-May-2015,11-May-2015,Bipul Sharma,2,0,13,2,650,7,1,1,0,0
48th match (N),Hyderabad,KXIP,11-May-2015,11-May-2015,Moises Henriques,4,0,16,3,400,10,0,0,2,0
48th match (N),Hyderabad,KXIP,11-May-2015,11-May-2015,Karn Sharma,2,0,20,0,1000,3,0,2,0,0
49th match (N),Raipur,CSK,12-May-2015,12-May-2015,Shahbaz Nadeem,4,1,18,0,450,15,1,1,0,0
49th match (N),Raipur,CSK,12-May-2015,12-May-2015,Zaheer Khan,4,1,9,2,225,19,1,0,0,0
49th match (N),Raipur,CSK,12-May-2015,12-May-2015,Gurinder Sandhu,4,0,33,1,825,5,2,1,0,0
49th match (N),Raipur,CSK,12-May-2015,12-May-2015,Albie Morkel,3,0,21,2,700,7,3,0,0,0
49th match (N),Raipur,CSK,12-May-2015,12-May-2015,Jayant Yadav,2,0,8,1,400,7,1,0,0,0
49th match (N),Raipur,CSK,12-May-2015,12-May-2015,Yuvraj Singh,3,0,23,0,766,7,2,1,0,0
49th match (N),Raipur,DC,12-May-2015,12-May-2015,Ishwar Pandey,4,1,27,2,675,14,4,1,0,0
49th match (N),Raipur,DC,12-May-2015,12-May-2015,Mohit Sharma,2,0,17,0,850,4,3,0,0,0
49th match (N),Raipur,DC,12-May-2015,12-May-2015,Ravichandran Ashwin,4,0,24,0,600,13,2,1,0,0
49th match (N),Raipur,DC,12-May-2015,12-May-2015,Ravindra Jadeja,24,0,16,0,600,6,2,0,0,0
49th match (N),Raipur,DC,12-May-2015,12-May-2015,Suresh Raina,1,0,8,0,800,1,1,0,0,0
49th match (N),Raipur,DC,12-May-2015,12-May-2015,Pawan Negi,3,0,28,2,933,5,3,1,0,0
50th match (N),Mohali,KXIP,13-May-2015,13-May-2015,Mitchell Starc,2,0,20,1,1000,1,2,0,1,0
50th match (N),Mohali,KXIP,13-May-2015,13-May-2015,Sreenath Aravind,2,0,31,0,1550,2,3,2,1,0
50th match (N),Mohali,KXIP,13-May-2015,13-May-2015,David Wiese,2,0,17,1,850,4,2,0,0,0
50th match (N),Mohali,KXIP,13-May-2015,13-May-2015,Harshal Patel,2,0,12,2,600,4,1,0,0,0
50th match (N),Mohali,KXIP,13-May-2015,13-May-2015,Yuzvendra Chahal,2,0,25,2,1250,3,0,3,1,0
50th match (N),Mohali,RCB,13-May-2015,13-May-2015,Sandeep Sharma,2,0,20,1,1000,5,2,1,2,0
50th match (N),Mohali,RCB,13-May-2015,13-May-2015,Beuran Hendricks,2,0,9,1,450,5,0,0,0,0
50th match (N),Mohali,RCB,13-May-2015,13-May-2015,Anureet Singh,2,0,21,2,1050,5,2,1,0,1
50th match (N),Mohali,RCB,13-May-2015,13-May-2015,Rishi Dhawan,2,0,18,0,900,0,1,0,0,0
50th match (N),Mohali,RCB,13-May-2015,13-May-2015,Axar Patel,2,0,11,2,550,4,1,0,0,0
51st match (N),Wankhede,MI,14-May-2015,14-May-2015,Umesh Yadav,3,0,37,0,1233,3,6,0,0,1
51st match (N),Wankhede,MI,14-May-2015,14-May-2015,Morne Morkel,4,0,27,1,675,11,1,1,2,1
51st match (N),Wankhede,MI,14-May-2015,14-May-2015,Shakib Al Hasan,4,0,22,2,550,12,3,0,1,0
51st match (N),Wankhede,MI,14-May-2015,14-May-2015,Piyush Chawla,1,0,9,0,900,3,2,0,0,0
51st match (N),Wankhede,MI,14-May-2015,14-May-2015,Sunil Narine,4,0,38,1,950,6,2,2,3,0
51st match (N),Wankhede,MI,14-May-2015,14-May-2015,Andre Russell,4,0,37,0,925,7,4,1,0,1
51st match (N),Wankhede,KKR,14-May-2015,14-May-2015,Lasith Malinga,4,0,31,1,775,10,3,1,0,0
51st match (N),Wankhede,KKR,14-May-2015,14-May-2015,Mitchell McClenaghan,4,0,31,1,775,8,4,0,3,0
51st match (N),Wankhede,KKR,14-May-2015,14-May-2015,Vinay Kumar,4,0,33,1,825,8,5,0,0,0
51st match (N),Wankhede,KKR,14-May-2015,14-May-2015,Harbhajan Singh,4,0,31,1,775,10,3,1,3,0
51st match (N),Wankhede,KKR,14-May-2015,14-May-2015,Jagadeesha Suchith,2,0,23,1,1150,2,2,1,0,0
51st match (N),Wankhede,KKR,14-May-2015,14-May-2015,Hardik Pandya,1,0,10,0,1000,1,1,0,0,0
51st match (N),Wankhede,KKR,14-May-2015,14-May-2015,Kieron Pollard,1,0,6,1,600,4,1,0,1,0
52nd match (N),Hyderabad,SRH,15-May-2015,15-May-2015,Mitchell Starc,3,0,26,1,866,4,1,1,0,0
52nd match (N),Hyderabad,SRH,15-May-2015,15-May-2015,Harshal Patel,2,0,30,0,1500,3,4,1,1,0
52nd match (N),Hyderabad,SRH,15-May-2015,15-May-2015,David Wiese,2,0,20,2,1000,3,3,0,1,0
52nd match (N),Hyderabad,SRH,15-May-2015,15-May-2015,Ashok Dinda,2,0,23,0,1150,2,1,1,0,2
52nd match (N),Hyderabad,SRH,15-May-2015,15-May-2015,Yuzvendra Chahal,2,0,34,0,1700,1,2,3,0,0
52nd match (N),Hyderabad,RCB,15-May-2015,15-May-2015,Dale Steyn,1,0,17,0,1700,1,2,1,0,0
52nd match (N),Hyderabad,RCB,15-May-2015,15-May-2015,Bhuvneshwar Kumar,15,0,39,0,2127,2,5,3,0,0
52nd match (N),Hyderabad,RCB,15-May-2015,15-May-2015,Moises Henriques,1,0,3,2,300,4,0,0,1,0
52nd match (N),Hyderabad,RCB,15-May-2015,15-May-2015,Karn Sharma,1,0,14,0,1400,0,0,1,0,0
52nd match (N),Hyderabad,RCB,15-May-2015,15-May-2015,Praveen Kumar,1,0,10,1,1000,2,0,1,0,0
53rd match (D/N),Mohali,KXIP,16-May-2015,16-May-2015,Pawan Negi,4,0,25,2,625,12,3,0,1,0
53rd match (D/N),Mohali,KXIP,16-May-2015,16-May-2015,Ishwar Pandey,3,0,22,1,733,8,2,1,0,0
53rd match (D/N),Mohali,KXIP,16-May-2015,16-May-2015,Ashish Nehra,3,0,17,1,566,12,2,1,0,0
53rd match (D/N),Mohali,KXIP,16-May-2015,16-May-2015,Ravichandran Ashwin,4,0,14,1,350,14,1,0,1,0
53rd match (D/N),Mohali,KXIP,16-May-2015,16-May-2015,Ravindra Jadeja,3,0,18,1,600,7,2,0,0,0
53rd match (D/N),Mohali,KXIP,16-May-2015,16-May-2015,Suresh Raina,1,0,8,0,800,2,1,0,1,0
53rd match (D/N),Mohali,KXIP,16-May-2015,16-May-2015,Dwayne Bravo,2,0,20,1,1000,2,0,2,0,0
53rd match (D/N),Mohali,CSK,16-May-2015,16-May-2015,Sandeep Sharma,2,0,9,1,450,7,1,0,0,0
53rd match (D/N),Mohali,CSK,16-May-2015,16-May-2015,Beuran Hendricks,3,0,25,1,833,7,3,0,1,0
53rd match (D/N),Mohali,CSK,16-May-2015,16-May-2015,Gurkeerat Singh Mann,3,0,22,0,733,5,2,0,0,0
53rd match (D/N),Mohali,CSK,16-May-2015,16-May-2015,Rishi Dhawan,2,0,12,1,600,7,1,0,2,0
53rd match (D/N),Mohali,CSK,16-May-2015,16-May-2015,Glenn Maxwell,1,0,8,0,800,3,1,0,1,0
53rd match (D/N),Mohali,CSK,16-May-2015,16-May-2015,Axar Patel,3,0,28,0,933,3,2,1,1,0
53rd match (D/N),Mohali,CSK,16-May-2015,16-May-2015,Anureet Singh,25,0,30,0,1058,4,2,2,0,0
54th match (N),Brabourne,RR,16-May-2015,16-May-2015,Azhar Mahmood,3,0,41,0,1366,5,5,2,0,2
54th match (N),Brabourne,RR,16-May-2015,16-May-2015,Morne Morkel,4,0,38,0,950,7,2,2,1,0
54th match (N),Brabourne,RR,16-May-2015,16-May-2015,Umesh Yadav,4,0,36,1,900,4,5,0,0,0
54th match (N),Brabourne,RR,16-May-2015,16-May-2015,Shakib Al Hasan,4,0,36,0,900,9,2,2,1,0
54th match (N),Brabourne,RR,16-May-2015,16-May-2015,Andre Russell,4,0,32,3,800,8,5,0,0,0
54th match (N),Brabourne,RR,16-May-2015,16-May-2015,Piyush Chawla,1,0,12,0,1200,1,0,1,1,0
54th match (N),Brabourne,KKR,16-May-2015,16-May-2015,Chris Morris,4,0,23,4,575,11,2,0,2,0
54th match (N),Brabourne,KKR,16-May-2015,16-May-2015,Barinder Sran,3,0,35,0,1166,6,4,1,1,1
54th match (N),Brabourne,KKR,16-May-2015,16-May-2015,Dhawal Kulkarni,4,0,36,2,900,10,5,0,1,0
54th match (N),Brabourne,KKR,16-May-2015,16-May-2015,James Faulkner,4,0,45,1,1125,6,4,2,4,0
54th match (N),Brabourne,KKR,16-May-2015,16-May-2015,Shane Watson,4,0,38,2,950,11,5,1,5,0
54th match (N),Brabourne,KKR,16-May-2015,16-May-2015,Stuart Binny,1,0,10,0,1000,2,2,0,0,0
55th match (D/N),Bengaluru,DC,17-May-2015,17-May-2015,Mitchell Starc,4,0,35,0,875,7,3,1,1,0
55th match (D/N),Bengaluru,DC,17-May-2015,17-May-2015,Ashok Dinda,3,0,39,0,1300,3,4,2,1,0
55th match (D/N),Bengaluru,DC,17-May-2015,17-May-2015,Harshal Patel,4,0,30,2,750,11,4,1,0,0
55th match (D/N),Bengaluru,DC,17-May-2015,17-May-2015,David Wiese,4,0,39,0,975,2,3,1,0,0
55th match (D/N),Bengaluru,DC,17-May-2015,17-May-2015,Chris Gayle,2,0,15,0,750,4,0,1,1,0
55th match (D/N),Bengaluru,DC,17-May-2015,17-May-2015,Yuzvendra Chahal,3,0,26,2,866,7,0,3,0,0
55th match (D/N),Bengaluru,RCB,17-May-2015,17-May-2015,Jayant Yadav,10,0,2,0,20,4,0,0,0,0
55th match (D/N),Bengaluru,RCB,17-May-2015,17-May-2015,Zaheer Khan,01,0,0,0,00,1,0,0,0,0
56th match (N),Hyderabad,SRH,17-May-2015,17-May-2015,Lasith Malinga,4,0,17,2,425,12,1,0,1,0
56th match (N),Hyderabad,SRH,17-May-2015,17-May-2015,Mitchell McClenaghan,4,0,16,3,400,14,1,0,1,0
56th match (N),Hyderabad,SRH,17-May-2015,17-May-2015,Vinay Kumar,3,0,21,0,700,6,3,0,0,0
56th match (N),Hyderabad,SRH,17-May-2015,17-May-2015,Jagadeesha Suchith,3,0,14,2,466,8,1,0,0,0
56th match (N),Hyderabad,SRH,17-May-2015,17-May-2015,Hardik Pandya,1,0,11,0,1100,2,1,0,2,0
56th match (N),Hyderabad,SRH,17-May-2015,17-May-2015,Harbhajan Singh,3,0,18,1,600,6,0,1,0,0
56th match (N),Hyderabad,SRH,17-May-2015,17-May-2015,Kieron Pollard,2,0,14,1,700,3,1,0,0,0
56th match (N),Hyderabad,MI,17-May-2015,17-May-2015,Dale Steyn,3,0,27,0,900,5,4,0,1,0
56th match (N),Hyderabad,MI,17-May-2015,17-May-2015,Bhuvneshwar Kumar,3,0,16,0,533,10,2,0,1,0
56th match (N),Hyderabad,MI,17-May-2015,17-May-2015,Praveen Kumar,2,0,13,0,650,7,2,0,2,0
56th match (N),Hyderabad,MI,17-May-2015,17-May-2015,Moises Henriques,3,0,17,0,566,8,2,0,1,0
56th match (N),Hyderabad,MI,17-May-2015,17-May-2015,Karn Sharma,25,0,38,1,1341,4,3,3,0,0
Qualifier 1 (N),Wankhede,MI,19-May-2015,19-May-2015,Ravichandran Ashwin,3,0,22,0,733,9,1,2,0,0
Qualifier 1 (N),Wankhede,MI,19-May-2015,19-May-2015,Ashish Nehra,4,0,28,1,700,15,3,1,2,1
Qualifier 1 (N),Wankhede,MI,19-May-2015,19-May-2015,Pawan Negi,4,0,46,0,1150,3,3,3,0,0
Qualifier 1 (N),Wankhede,MI,19-May-2015,19-May-2015,Ravindra Jadeja,2,0,18,1,900,5,0,2,0,0
Qualifier 1 (N),Wankhede,MI,19-May-2015,19-May-2015,Mohit Sharma,3,0,33,1,1100,5,2,2,3,0
Qualifier 1 (N),Wankhede,MI,19-May-2015,19-May-2015,Dwayne Bravo,4,0,40,3,1000,5,2,2,3,0
Qualifier 1 (N),Wankhede,CSK,19-May-2015,19-May-2015,Lasith Malinga,4,0,23,3,575,8,2,0,0,0
Qualifier 1 (N),Wankhede,CSK,19-May-2015,19-May-2015,Mitchell McClenaghan,3,0,46,1,1533,5,5,3,3,0
Qualifier 1 (N),Wankhede,CSK,19-May-2015,19-May-2015,Vinay Kumar,3,0,26,2,866,6,0,2,1,0
Qualifier 1 (N),Wankhede,CSK,19-May-2015,19-May-2015,Harbhajan Singh,4,0,26,2,650,8,1,1,1,0
Qualifier 1 (N),Wankhede,CSK,19-May-2015,19-May-2015,Kieron Pollard,3,0,22,0,733,2,1,0,0,0
Qualifier 1 (N),Wankhede,CSK,19-May-2015,19-May-2015,Jagadeesha Suchith,2,0,18,1,900,5,2,1,0,0
Eliminator (N),Pune,RCB,20-May-2015,20-May-2015,Chris Morris,4,0,42,1,1050,10,3,3,1,0
Eliminator (N),Pune,RCB,20-May-2015,20-May-2015,James Faulkner,4,0,42,0,1050,5,5,1,0,0
Eliminator (N),Pune,RCB,20-May-2015,20-May-2015,Dhawal Kulkarni,4,0,28,2,700,13,2,2,0,0
Eliminator (N),Pune,RCB,20-May-2015,20-May-2015,Shane Watson,4,0,32,0,800,8,3,0,4,0
Eliminator (N),Pune,RCB,20-May-2015,20-May-2015,Ankit Sharma,3,0,28,0,933,6,2,2,0,0
Eliminator (N),Pune,RCB,20-May-2015,20-May-2015,Stuart Binny,1,0,1,0,100,5,0,0,0,0
Eliminator (N),Pune,RR,20-May-2015,20-May-2015,Mitchell Starc,4,0,22,1,550,13,3,0,1,0
